"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ahduovirus.s__Burkholderia_virus_AH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0.000223813786929275,0.00400534045393859,0,0.00204678362573099,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Alachuavirus.s__Xanthomonas_virus_Xp15",0.000365724317009838,0,7.94509472188663e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735402265038976,0.000223813786929275,0,0,0.000292397660818713,0,0.000208674914294232,7.49232037161909e-05,0.00699790062981106,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Anatolevirus.s__Propionibacterium_virus_B3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Annadreamyvirus.s__Streptomyces_virus_Blueeyedbeauty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arawnvirus.s__Butyrivibrio_virus_Arawn",0,0.00274042990494134,5.84198141315194e-05,0,0,0.000582818510315888,0.00173641561721682,0.000103462734356707,0,0,0,0,0.017725258493353,0,0,0,0,0,0.00264744815414031,0.0141002685765443,0.00400534045393859,0.00126582278481013,0.00350877192982456,0.00762133975130365,0.000730362200029811,0.000599385629729527,0.00699790062981106,0.0182315405651778,0.0259365994236311
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Issmi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182315405651778,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Janus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0.00146198830409357,0.000802246289610911,0,0,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Tefunt",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253164556962025,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Arequatrovirus.s__Streptomyces_phage_Thestral",0,0,0,0,0.000254269610543713,0,0.000210474620268706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Armstrongvirus.s__Microbacterium_virus_Armstrong",0,0,0,0,0,0,0,0,0,0,0,0.000192932248625358,0,0,0.00986464785501262,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ashduovirus.s__Lactobacillus_virus_A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Audreyjarvisvirus.s__Lactococcus_virus_949",0,0,0,0,0.000185404924354791,0,0,7.07902919282731e-05,0,0.00631670659986931,0,0,0,0,0.00321174581325992,0,0,0,0.0032357699661715,0.000671441360787825,0.00133511348464619,0.00126582278481013,0.00730994152046784,0.00681909346169274,0.000193769563273215,0.00254738892635049,0.019594121763471,0.0200546946216955,0.0201729106628242
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Audreyjarvisvirus.s__Lactococcus_virus_AM1",0,0,0,0,0.000137729372377845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00220620679511693,0,0,0.00126582278481013,0.00263157894736842,0.00160449257922182,5.96214040840662e-05,0.00112384805574286,0.00559832050384884,0.0072926162260711,0.00720461095100865
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Audreyjarvisvirus.s__Lactococcus_virus_AM4",0,0,0,0,7.94592532949104e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000588321812031181,0,0,0.00126582278481013,0.00146198830409357,0.00160449257922182,8.94321061260993e-05,0.000374616018580955,0.0139958012596221,0.00546946216955333,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Audreyjarvisvirus.s__Lactococcus_virus_LW81",0,0,0,0,0.000158918506589821,0,0.000184165292735118,0,0,0.00457416684818122,0,0,0,0,0,0,0,0,0.00279452860714811,0,0.00400534045393859,0.0113924050632911,0.00789473684210526,0.00601684717208183,0.000193769563273215,0.00202292650033715,0.0160951714485654,0.0118505013673655,0.0129682997118156
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Audreyjarvisvirus.s__Lactococcus_virus_P1048",0,0,0,0,0.000201296775013773,0,0.000105237310134353,0,0,0.00370289697233718,0,0,0,0,0,0,0,0,0.00279452860714811,0.00044762757385855,0,0.00126582278481013,0.00584795321637427,0.00481347773766546,0.000149053510210165,0.00172323368547239,0.0237928621413576,0.00638103919781222,0.0100864553314121
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Audreyjarvisvirus.s__Lactococcus_virus_phiL47",0,0,0,0,9.53511039538924e-05,0,0,0,0,0.00261380962753213,0,0,0,0,0,0,0,0,0.00117664362406236,0.000671441360787825,0,0,0.00380116959064327,0.00320898515844364,0.000104337457147116,0.00284708174121525,0.0167949615115465,0.00638103919781222,0.0144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Audreyjarvisvirus.s__Lactococcus_virus_WRP3",0,0,0,0,6.35674026359283e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735402265038976,0.00044762757385855,0,0.00253164556962025,0.00350877192982456,0.00160449257922182,7.45267551050827e-05,0.000374616018580955,0.00559832050384884,0.00273473108477666,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Bertelyvirus.s__Caulobacter_virus_CcrBL9",0.000621731338916725,0,0,0,0,0.00128220072269495,0,0,0,0,0,0,0.0147710487444609,0,0,0,0,0,0,0.00111906893464637,0.00534045393858478,0.0126582278481013,0,0.000401123144805455,0,0.000224769611148573,0.00139958012596221,0.00546946216955333,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Bertelyvirus.s__Caulobacter_virus_CcrSC",0,0,0,0,5.82701190829343e-05,0.000582818510315888,0,0.000250488725284659,0,0,0,0,0,0,0,0,0,0,0.00220620679511693,0,0,0,0.000584795321637427,0.00120336943441637,2.98107020420331e-05,0.000224769611148573,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Betterkatzvirus.s__Gordonia_virus_BetterKatz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0.000584795321637427,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Bignuzvirus.s__Mycobacterium_virus_Bignuz",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Bingvirus.s__Streptomyces_virus_Bing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,2.98107020420331e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Biseptimavirus.s__Staphylococcus_virus_23MRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546946216955333,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Bongovirus.s__Mycobacterium_phage_Reindeer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Bronvirus.s__Mycobacterium_phage_Lolly9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00534045393858478,0.00126582278481013,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Brussowvirus.s__Streptococcus_phage_TP.778L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0.00146198830409357,0,0,0.000299692814864764,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Brussowvirus.s__Streptococcus_virus_2972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,7.49232037161909e-05,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Brussowvirus.s__Streptococcus_virus_858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149846407432382,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Brussowvirus.s__Streptococcus_virus_ALQ132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Brussowvirus.s__Streptococcus_virus_O1205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,4.47160530630496e-05,7.49232037161909e-05,0.000699790062981106,0.00273473108477666,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Brussowvirus.s__Streptococcus_virus_Sfi11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Cbastvirus.s__Cellulophaga_virus_ST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_50102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160449257922182,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_62606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_blBB94p4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Ceduovirus.s__Lactococcus_virus_CHPC966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Chenonavirus.s__Mycobacterium_virus_Che9c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0.000292397660818713,0,0,7.49232037161909e-05,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Cheoctovirus.s__Mycobacterium_phage_Henu3_PeY.2017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Chivirus.s__Salmonella_virus_BP12C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253164556962025,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Colossusvirus.s__Caulobacter_virus_CcrColossus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Colossusvirus.s__Caulobacter_virus_CcrPW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Colunavirus.s__Lactobacillus_virus_CL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Colunavirus.s__Lactobacillus_virus_CL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Colunavirus.s__Lactobacillus_virus_iLp1308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00292397660818713,0.00160449257922182,0,0.000449539222297145,0.00209937018894332,0,0.00432276657060519
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Coopervirus.s__Mycobacterium_virus_Adawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Coopervirus.s__Mycobacterium_virus_BrownCNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882482718046772,0,0,0,0.00175438596491228,0,4.47160530630496e-05,0.000524462426013336,0.00209937018894332,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Coopervirus.s__Mycobacterium_virus_Chrisnmich",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Coopervirus.s__Mycobacterium_virus_Nigel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Coopervirus.s__Mycobacterium_virus_Stinger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00267022696929239,0.00126582278481013,0.000584795321637427,0.000802246289610911,0,7.49232037161909e-05,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Cornellvirus.s__Enterobacter_phage_phiEap.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Cornellvirus.s__Salmonella_virus_SP31",0,0,0,0,0,0,0.000140316413512471,0,0,0,0,0,0,0,0,0,0,0,0.00235328724812472,0,0,0,0.000292397660818713,0,0,0.000149846407432382,0,0.00273473108477666,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Daredevilvirus.s__Gordonia_virus_DareDevil",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Dhillonvirus.s__Sodalis_virus_SO1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Dismasvirus.s__Microbacterium_virus_Dismas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Doucettevirus.s__Propionibacterium_virus_Doucette",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Efquatrovirus.s__Enterococcus_virus_IME196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134288272157565,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Efquatrovirus.s__Enterococcus_virus_phiSHEF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Eyrevirus.s__Gordonia_virus_Eyre",0,0,0,0,0.000180107640801797,0,0,0,0,0,0,0.000643107495417859,0,0,0,0,0.00402179553710431,0,0.000441241359023386,0,0,0,0.00263157894736842,0,1.49053510210165e-05,0.000599385629729527,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fairfaxidumvirus.s__Gordonia_phage_JuJu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fairfaxidumvirus.s__Gordonia_phage_Petra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fremauxvirus.s__Lactococcus_virus_1706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132372407707016,0,0,0.00126582278481013,0.00175438596491228,0.00120336943441637,7.45267551050827e-05,0.000449539222297145,0.00489853044086774,0.00364630811303555,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fremauxvirus.s__Lactococcus_virus_CHPC971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000735402265038976,0,0,0,0.00087719298245614,0.000401123144805455,2.98107020420331e-05,0.000449539222297145,0.00769769069279216,0.00455788514129444,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_phage_Adzzy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000882482718046772,0,0,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_phage_ArcherNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_phage_DroogsArmy",0.000621731338916725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0.00400534045393859,0.00886075949367089,0.00555555555555556,0.00120336943441637,0,0.00104892485202667,0.00279916025192442,0.00182315405651778,0.0115273775216138
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_phage_IronMan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_phage_Kimona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_phage_MyraDee",0,0,2.33679256526077e-05,0,0.000227783192778743,0,0.000192935068579647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_phage_Pioneer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160449257922182,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_phage_Ruotula",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182315405651778,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_phage_Yecey3",0,0,0,0,0.00010594567105988,0,0,0,0,0,0,0.00032155374770893,0,0,0,0,0.00194603009859886,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Fromanvirus.s__Mycobacterium_virus_Gladiator",0,0,0,0,0.000201296775013773,0,0,0,0,0,0,0.000996816617897682,0,0,0,0,0.00804359107420861,0,0,0,0,0,0.0043859649122807,0,0,0.000299692814864764,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Galaxyvirus.s__Arthrobacter_virus_Abidatro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0,0,0,0,0,0,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gilesvirus.s__Mycobacterium_virus_Giles",0,0,0,0,6.35674026359283e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gilsonvirus.s__Streptomyces_virus_Gilson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47160530630496e-05,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gordonvirus.s__Arthrobacter_virus_Gordon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0.00133511348464619,0.00126582278481013,0.000292397660818713,0,0,0.000224769611148573,0,0.00273473108477666,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Gordtnkvirus.s__Gordonia_phage_GordDuk1",0,0,2.80415107831293e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00181629475869227,0,0.00956022944550669,0,0.00133511348464619,0,0.0245614035087719,0.00601684717208183,1.49053510210165e-05,0,0,0.00182315405651778,0.00576368876080692
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Siphoviridae.g__Hiyaavirus.s__Streptomyces_virus_Hiyaa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
