"IMG_name","Contig_number","Source","Viruse_type","Bacteria_Host"
"IMGVR_UViG_2037747006_000006|2037747006|CBMLargeContigs4fn_contig00060|33079-77547","NODE_25150_length_1484_cov_4.202939||full","Environmental;Aquatic;Freshwater;Groundwater","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_5543_length_2009_cov_3.027124||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_34353_length_1178_cov_3.858415||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_21890_length_1249_cov_2.627303||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_16846_length_1562_cov_3.928998||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_23337_length_1572_cov_14.083718||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_5170_length_3311_cov_4.410627||full_1","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_8208_length_1411_cov_3.296460||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_15746_length_1411_cov_2.940265||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_9807_length_1482_cov_2.325858||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_20535_length_1049_cov_2.554326||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_18300_length_1895_cov_29.142391||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_26662_length_1063_cov_4.752976||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_4854_length_3103_cov_4.021654||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_23185_length_1205_cov_2.855652||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_2379_length_2273_cov_3.244364||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_6474_length_1868_cov_3.011583||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_2841_length_3271_cov_4.699005||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_14106_length_1748_cov_3.829888||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_8667_length_2604_cov_3.666536||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_15747_length_2128_cov_10.054028||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_10924_length_1541_cov_2.779946||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_5104_length_4995_cov_7.438866||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_6618_length_2857_cov_4.353319||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_19688_length_1011_cov_2.106695||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_9956_length_2261_cov_5.246600||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_6596_length_3002_cov_4.323040||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_9672_length_3166_cov_3.846030||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_12042_length_2040_cov_4.430227||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_17223_length_2205_cov_3.245581||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_10819_length_2774_cov_5.394998||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_9537_length_1105_cov_2.376190||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_19451_length_1086_cov_2.206596||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000429|3300006217|Ga0081461_1004960","NODE_6783_length_1226_cov_4.481640||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_7349_length_1171_cov_1.794803||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_10556_length_2055_cov_3.694000||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_9844_length_1268_cov_1.735367||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_20539_length_2029_cov_3.145390||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_8419_length_2411_cov_3.452037||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_16017_length_2162_cov_7.415282||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_35735_length_1053_cov_2.308617||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_41598_length_1084_cov_2.104956||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_13256_length_2289_cov_4.268577||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_22934_length_1126_cov_3.492063||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_15635_length_2017_cov_3.270133||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_15914_length_1515_cov_2.595890||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_7224_length_4047_cov_12.215180||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_23633_length_1465_cov_1.974468||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_24302_length_1432_cov_3.081336||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_14845_length_1599_cov_2.490933||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_13081_length_2315_cov_2.569912||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_30377_length_1196_cov_2.139351||lt2gene","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_14949_length_2272_cov_3.462788||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_24780_length_1569_cov_3.092470||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_17588_length_1840_cov_2.701401||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_9538_length_3200_cov_3.738951||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_4658_length_5360_cov_4.048633||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_31307_length_1265_cov_9.506612||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000430|3300006217|Ga0081461_1004970","NODE_190_length_27237_cov_15.790266||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_15920_length_2098_cov_4.698972||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_19052_length_1837_cov_9.524691||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_994_length_9130_cov_6.963967||full_1","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_8136_length_3513_cov_10.389532||full_1","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_10805_length_1983_cov_41.279046||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_33161_length_1459_cov_2.517094||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_26203_length_1003_cov_2.642405||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_15846_length_1610_cov_9.190354||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_8714_length_1802_cov_2.682885||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_3732_length_4108_cov_36.143597||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_6030_length_4281_cov_78.759110||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_39056_length_1062_cov_2.503476||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_36273_length_1203_cov_2.814460||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_21518_length_1122_cov_3.456420||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000432|3300006217|Ga0081461_1004987","NODE_14145_length_1518_cov_4.556391||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000433|3300006217|Ga0081461_1005006","NODE_9029_length_1219_cov_1.896907||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000433|3300006217|Ga0081461_1005006","NODE_7580_length_1379_cov_2.734139||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;",";;;;;;"
"IMGVR_UViG_3300006217_000437|3300006217|Ga0081461_1005055","NODE_27375_length_1515_cov_4.649315||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;"
"IMGVR_UViG_3300006217_000437|3300006217|Ga0081461_1005055","NODE_3950_length_2300_cov_6.483742||full_1","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;"
"IMGVR_UViG_3300006217_000437|3300006217|Ga0081461_1005055","NODE_9024_length_1766_cov_4.018118||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;"
"IMGVR_UViG_3300006217_000437|3300006217|Ga0081461_1005055","NODE_7327_length_2634_cov_3.624661||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;"
"IMGVR_UViG_3300006217_000437|3300006217|Ga0081461_1005055","NODE_11039_length_1821_cov_2.968290||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;"
"IMGVR_UViG_3300006217_000437|3300006217|Ga0081461_1005055","NODE_6065_length_1640_cov_2.958360||full","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;;"
