"Contig_number","lca","Sample_id","Virulent","Temperate","Code","GD","Diet","num_seqs","Group","Group_f","bac_result","Phacts_result","Probability","Standard_deviation","Bact_Viru","Viruse_Pro_Number","Lineage","Mapped.Reads.Number","Contig_Abundance","seqname","length","covrage","viruse_family","Contig_Abundance2"
"NODE_28468_length_1407_cov_3.692308||full",10239,"L1HGH010559",0.811878201654615,0.188121798345387,1,"D0","CON",1732889,"CON0","D0_CON0","Lytic","Lytic",0.507192807192807,0.0278936034910417,1,2,"Viruses",54,31.1618343702338,"NODE_28468_length_1407_cov_3.692308",1407,3.692308,NA,6.64431436465538
"NODE_28474_length_1465_cov_3.468085||full",2831612,"L1HGH010573",0.811878201654615,0.188121798345387,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Temperate",0.504195804195804,0.0186470969278893,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Ackermannviridae;unclassified_Ackermannviridae;Ackermannviridae_sp.",51,5.11510541780933,"NODE_28474_length_1465_cov_3.468085",1465,3.468085,"unclassified_Ackermannviridae",1.04746186030225
"NODE_28496_length_1370_cov_3.771863||full",2832643,"L1EGH020932",0.811878201654615,0.188121798345387,2,"D0","FUC",5671704,"FUC0","D0_FUC0","Lytic","Lytic",0.500899100899101,0.0244426781169419,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",69,12.1656560356464,"NODE_28496_length_1370_cov_3.771863",1370,3.771863,"Caudoviricetes",2.66401227057951
"NODE_28497_length_1342_cov_3.735043||full",2832643,"L1EGH020939",0.847064554565707,0.152935445434294,2,"D10","FUC",3309510,"FUC10","D10_FUC10","Lytic","Lytic",0.507692307692308,0.0202912817739989,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",62,18.7338911198335,"NODE_28497_length_1342_cov_3.735043",1342,3.735043,"Caudoviricetes",4.18790412514906
"NODE_285_length_12024_cov_7.126661||full",2831613,"L1EHE1100155",0.921017855360162,0.0789821446398377,1,"D14","HFD",8300758,"HFD14","D14_HFD14","Lytic","Lytic",0.506993006993007,0.0190819651265907,0.931034482758621,27,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae;unclassified_Herelleviridae;Herelleviridae_sp.",884,106.496298289867,"NODE_285_length_12024_cov_7.126661",12024,7.126661,"unclassified_Herelleviridae",2.65709327070527
"NODE_285_length_9321_cov_7.788798||full",2832643,"L1HGH010563",0,1,1,"D10","CON",3065098,"CON10","D10_CON10","Temperate","Lytic",0.506893106893107,0.0233398790772224,1,8,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",780,254.477997114611,"NODE_285_length_9321_cov_7.788798",9321,7.788798,"Caudoviricetes",8.1904730323338
"NODE_28519_length_1363_cov_3.889908||lt2gene",2832643,"L1EHE1100147",0.811878201654615,0.188121798345387,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Temperate",0.504695304695305,0.0215506536843058,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",59,7.09910738952104,"NODE_28519_length_1363_cov_3.889908",1363,3.889908,"Caudoviricetes",1.56253280767154
"NODE_2852_length_7687_cov_6.483229||full",2832643,"L1EHE1100147",0.91079295154185,0.0892070484581499,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Lytic",0.508791208791209,0.022985925391748,0.5,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",550,66.1781197328233,"NODE_2852_length_7687_cov_6.483229",7687,6.483229,"Caudoviricetes",2.58272875241928
"NODE_28524_length_1416_cov_2.870683||full",2832643,"L1HGH010577",0.811878201654615,0.188121798345387,1,"D18","CON",7933325,"CON18","D18_CON18","Lytic","Lytic",0.50979020979021,0.0289160317139635,0.5,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",47,5.92437597098316,"NODE_28524_length_1416_cov_2.870683",1416,2.870683,"Caudoviricetes",1.25516440063203
"NODE_2854_length_7433_cov_7.978856||full",2832643,"L1EHE1100148",0,1,1,"D10","HFD",4836085,"HFD10","D10_HFD10","Temperate","Temperate",0.507392607392607,0.0166533796137549,0.9375,15,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",626,129.44354782846,"NODE_2854_length_7433_cov_7.978856",7433,7.978856,"Caudoviricetes",5.22441333896652
"NODE_28547_length_1462_cov_3.751955||full",2832643,"L1HGH010573",0.811878201654615,0.188121798345387,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Temperate",0.502297702297702,0.0141407171062701,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",75,7.52221384971961,"NODE_28547_length_1462_cov_3.751955",1462,3.751955,"Caudoviricetes",1.54354593359499
"NODE_28556_length_1042_cov_1.979737||lt2gene",2832643,"L1EGH020935",0.811878201654615,0.188121798345387,2,"D0","FUC",6954542,"FUC0","D0_FUC0","Lytic","Temperate",0.502697302697303,0.0159890102087853,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",21,3.01960934307392,"NODE_28556_length_1042_cov_1.979737",1042,1.979737,"Caudoviricetes",0.869369292631648
"NODE_28562_length_1361_cov_5.659265||full",2832643,"L1EHE1100147",0.811878201654615,0.188121798345387,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Lytic",0.503396603396603,0.0127030352445409,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",107,12.8746523843856,"NODE_28562_length_1361_cov_5.659265",1361,5.659265,"Caudoviricetes",2.83791015085649
"NODE_28565_length_1113_cov_2.722117||lt2gene",2832643,"L1HGH010566",0.811878201654615,0.188121798345387,1,"D10","CON",14405965,"CON10","D10_CON10","Lytic","Lytic",0.506693306693307,0.0157627036350178,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",34,2.36013345860552,"NODE_28565_length_1113_cov_2.722117",1113,2.722117,"Caudoviricetes",0.636154571052699
"NODE_28569_length_1168_cov_2.874214||full",2832643,"L1EGH020942",0.811878201654615,0.188121798345387,2,"D14","FUC",6297602,"FUC14","D14_FUC14","Lytic","Temperate",0.507392607392607,0.016713200128995,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",164,26.0416583963229,"NODE_28569_length_1168_cov_2.874214",1168,2.874214,"Caudoviricetes",6.68878212234322
"NODE_2858_length_5558_cov_5.537707||full",2832643,"L1HGH010566",0.611895619486661,0.38810438051334,1,"D10","CON",14405965,"CON10","D10_CON10","Lytic","Lytic",0.513486513486514,0.021968938273572,0.666666666666667,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",335,23.2542561362602,"NODE_2858_length_5558_cov_5.537707",5558,5.537707,"Caudoviricetes",1.25517755323463
"NODE_2859_length_4575_cov_7.434292||full",2832643,"L1EGH020937",0.849210341600374,0.150789658399626,2,"D10","FUC",5160896,"FUC10","D10_FUC10","Lytic","Lytic",0.502697302697303,0.0187578233351186,0.5,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",397,76.924627041506,"NODE_2859_length_4575_cov_7.434292",4575,7.434292,"Caudoviricetes",5.04423783878728
"NODE_286_length_23802_cov_13.147219||full",2832643,"L1EHE1100148",0.95,0.05,1,"D10","HFD",4836085,"HFD10","D10_HFD10","Lytic","Temperate",0.501998001998002,0.022663235468352,0.615384615384615,16,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",3748,775.007056327587,"NODE_286_length_23802_cov_13.147219",23802,13.147219,"Caudoviricetes",9.76817565323402
"NODE_28618_length_1335_cov_3.534375||full",2832643,"L1EGH020941",0.811878201654615,0.188121798345387,2,"D10","FUC",6503397,"FUC10","D10_FUC10","Lytic","Temperate",0.503196803196803,0.0190128026651246,1,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",66,10.1485423694724,"NODE_28618_length_1335_cov_3.534375",1335,3.534375,"Caudoviricetes",2.28057131898257
"NODE_28633_length_1031_cov_2.064549||full",2832643,"L1HGH010576",0.836317065359877,0.163682934640124,1,"D18","CON",1348974,"CON18","D18_CON18","Lytic","Lytic",0.506293706293706,0.0205745704884811,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",20,14.8260826376194,"NODE_28633_length_1031_cov_2.064549",1031,2.064549,"Caudoviricetes",4.31408806138295
"NODE_28649_length_1043_cov_8.993625||lt2gene",2832643,"L1EHE1100152",0.942629402758817,0.0573705972411834,1,"D10","HFD",5747820,"HFD10","D10_HFD10","Lytic","Lytic",0.505894105894106,0.00954242072827937,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",115,20.0075854845837,"NODE_28649_length_1043_cov_8.993625",1043,8.993625,"Caudoviricetes",5.75481845194163
"NODE_2865_length_4572_cov_4.208988||full",2832643,"L1EGH020951",0.811878201654615,0.188121798345387,2,"D18","FUC",5400186,"FUC18","D18_FUC18","Lytic","Lytic",0.500699300699301,0.0175483276823548,1,6,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",213,39.4430858492652,"NODE_2865_length_4572_cov_4.208988",4572,4.208988,"Caudoviricetes",2.58812899273394
"NODE_28651_length_1253_cov_2.926544||full",38018,"L1EHE1100148",0.811878201654615,0.188121798345387,1,"D10","HFD",4836085,"HFD10","D10_HFD10","Lytic","Lytic",0.50959040959041,0.01267944409769,1,1,"Viruses;unclassified_bacterial_viruses;Bacteriophage_sp.",41,8.47793204627297,"NODE_28651_length_1253_cov_2.926544",1253,2.926544,NA,2.02983209407972
"NODE_28654_length_1358_cov_3.592479||full",2823594,"L1EHE1100147",0.832255813633755,0.167744186366246,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Lytic",0.505794205794206,0.0189233573922957,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Siphoviridae_sp._ctjfQ5",70,8.42266978417751,"NODE_28654_length_1358_cov_3.592479",1358,3.592479,"Siphoviridae",1.86067815556204
"NODE_28659_length_1165_cov_3.891892||lt2gene",2832643,"L1EGH020942",0.811878201654615,0.188121798345387,2,"D14","FUC",6297602,"FUC14","D14_FUC14","Lytic","Lytic",0.503496503496503,0.0221499045784864,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",45,7.14557699899104,"NODE_28659_length_1165_cov_3.891892",1165,3.891892,"Caudoviricetes",1.8400627465213
"NODE_28659_length_1365_cov_2.809160||lt2gene",10239,"L1EGH020932",0.811878201654615,0.188121798345387,2,"D0","FUC",5671704,"FUC0","D0_FUC0","Lytic","Lytic",0.501198801198801,0.0172977246547706,1,2,"Viruses",68,11.9893421800574,"NODE_28659_length_1365_cov_2.809160",1365,2.80916,NA,2.63502025935326
"NODE_28661_length_1074_cov_2.975466||full",2832643,"L1HGH010570",0.811878201654615,0.188121798345387,1,"D14","CON",5615729,"CON14","D14_CON14","Lytic","Temperate",0.510489510489511,0.0232232818318406,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",43,7.65706464824068,"NODE_28661_length_1074_cov_2.975466",1074,2.975466,"Caudoviricetes",2.13884487381025
"NODE_2867_length_3287_cov_3.475248||full",2832643,"L1HGH010558",0.811878201654615,0.188121798345387,1,"D0","CON",2217375,"CON0","D0_CON0","Lytic","Lytic",0.502197802197802,0.0132686739550432,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",117,52.7650938609843,"NODE_2867_length_3287_cov_3.475248",3287,3.475248,"Caudoviricetes",4.81579804024803
"NODE_2868_length_4154_cov_7.154184||full",2832643,"L1EHE1100152",0.811878201654615,0.188121798345387,1,"D10","HFD",5747820,"HFD10","D10_HFD10","Lytic","Temperate",0.502397602397602,0.0233793982147098,0.571428571428571,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",347,60.3707144621787,"NODE_2868_length_4154_cov_7.154184",4154,7.154184,"Caudoviricetes",4.35994567613231
"NODE_28691_length_1109_cov_3.788425||full",2832643,"L1HGH010566",0.811878201654615,0.188121798345387,1,"D10","CON",14405965,"CON10","D10_CON10","Lytic","Temperate",0.502197802197802,0.0130716522653418,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",57,3.95669432766219,"NODE_28691_length_1109_cov_3.788425",1109,3.788425,"Caudoviricetes",1.07034111659031
"NODE_287_length_11353_cov_55.551956||full",2832643,"L1EHE1100154",1,0,1,"D14","HFD",10257673,"HFD14","D14_HFD14","Lytic","Temperate",0.502197802197802,0.0140362306707088,0.928571428571429,13,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",6836,666.427951056736,"NODE_287_length_11353_cov_55.551956",11353,55.551956,"Caudoviricetes",17.6101810373488
"NODE_28707_length_1363_cov_2.754587||lt2gene",2832643,"L1EGH020932",0.811878201654615,0.188121798345387,2,"D0","FUC",5671704,"FUC0","D0_FUC0","Lytic","Lytic",0.509390609390609,0.0205825725256626,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",38,6.69992651238499,"NODE_28707_length_1363_cov_2.754587",1363,2.754587,"Caudoviricetes",1.47467201299743
"NODE_2871_length_7927_cov_4.931911||full",2832643,"L1HGH010573",0.811878201654615,0.188121798345387,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Temperate",0.504195804195804,0.0242082080973395,0.6,6,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",450,45.1332830983176,"NODE_2871_length_7927_cov_4.931911",7927,4.931911,"Caudoviricetes",1.70808438621109
"NODE_28727_length_1029_cov_1.874743||lt2gene",2832643,"L1HGH010576",0.811878201654615,0.188121798345387,1,"D18","CON",1348974,"CON18","D18_CON18","Lytic","Temperate",0.503896103896104,0.0219016017679037,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",22,16.3086909013813,"NODE_28727_length_1029_cov_1.874743",1029,1.874743,"Caudoviricetes",4.75472037941147
"NODE_28727_length_1072_cov_2.563422||full",2960475,"L1HGH010570",0.811878201654615,0.188121798345387,1,"D14","CON",5615729,"CON14","D14_CON14","Lytic","Lytic",0.502597402597403,0.0138530139717608,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae;unclassified_Intestiviridae",29,5.16406685579023,"NODE_28727_length_1072_cov_2.563422",1072,2.563422,"Intestiviridae",1.44516796337413
"NODE_2874_length_2585_cov_5.226877||full",2832643,"L1EGH020949",0.826396414316404,0.173603585683596,2,"D18","FUC",12447007,"FUC18","D18_FUC18","Lytic","Temperate",0.512287712287712,0.0214252528116346,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",140,11.2476838809523,"NODE_2874_length_2585_cov_5.226877",2585,5.226877,"Caudoviricetes",1.30534048908537
"NODE_28747_length_1028_cov_3.365879||full",2832643,"L1HGH010576",0.811878201654615,0.188121798345387,1,"D18","CON",1348974,"CON18","D18_CON18","Lytic","Lytic",0.507892107892108,0.0233099281668768,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",35,25.945644615834,"NODE_28747_length_1028_cov_3.365879",1028,3.365879,"Caudoviricetes",7.57168617193598
"NODE_28749_length_1041_cov_8.406694||full",2832643,"L1EHE1100152",0.811878201654615,0.188121798345387,1,"D10","HFD",5747820,"HFD10","D10_HFD10","Lytic","Lytic",0.504695304695305,0.0227140403454502,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",104,18.0938164382322,"NODE_28749_length_1041_cov_8.406694",1041,8.406694,"Caudoviricetes",5.21435632225713
"NODE_2875_length_7236_cov_6.857123||full",2832643,"L1EGH020941",0.811878201654615,0.188121798345387,2,"D10","FUC",6503397,"FUC10","D10_FUC10","Lytic","Temperate",0.5000999000999,0.0189452315236113,1,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",572,87.9540338687612,"NODE_2875_length_7236_cov_6.857123",7236,6.857123,"Caudoviricetes",3.64651881711282
"NODE_2877_length_4598_cov_5.103676||full",2832643,"L1EHE1100144",0.828241670338579,0.171758329661422,1,"D0","HFD",7682661,"HFD0","D0_HFD0","Lytic","Lytic",0.503196803196803,0.0237335810819855,0.6,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",297,38.6584804405661,"NODE_2877_length_4598_cov_5.103676",4598,5.103676,"Caudoviricetes",2.5223018991235
"NODE_28774_length_1354_cov_2.888376||full",2832643,"L1EHE1100147",0.816834148791178,0.183165851208823,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Lytic",0.506993006993007,0.0202984121768345,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",48,5.77554499486458,"NODE_28774_length_1354_cov_2.888376",1354,2.888376,"Caudoviricetes",1.27966284967457
"NODE_28775_length_1408_cov_3.527716||lt2gene",2832643,"L1HGH010577",0.811878201654615,0.188121798345387,1,"D18","CON",7933325,"CON18","D18_CON18","Lytic","Lytic",0.503096903096903,0.0266312006691585,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",60,7.56303315444659,"NODE_28775_length_1408_cov_3.527716",1408,3.527716,"Caudoviricetes",1.61144172324856
"NODE_2879_length_2816_cov_4.596161||full",2832643,"L1EHE1100145",0.811878201654615,0.188121798345387,1,"D0","HFD",12059949,"HFD0","D0_HFD0","Lytic","Lytic",0.504695304695305,0.0251057517743826,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",182,15.0912744324209,"NODE_2879_length_2816_cov_4.596161",2816,4.596161,"Caudoviricetes",1.60773520231757
"NODE_28807_length_1613_cov_2.536585||full",2832643,"L1HGH010561",0.811878201654615,0.188121798345387,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Temperate",0.503296703296703,0.0196668767508137,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",64,11.5193480049029,"NODE_28807_length_1613_cov_2.536585",1613,2.536585,"Caudoviricetes",2.1424701807011
"NODE_2881_length_4002_cov_3.430454||full",2832643,"L1HGH010572",0.902588105726872,0.0974118942731278,1,"D18","CON",2905693,"CON18","D18_CON18","Lytic","Lytic",0.503296703296703,0.0176390876757988,0.75,6,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",152,52.3111010006907,"NODE_2881_length_4002_cov_3.430454",4002,3.430454,"Caudoviricetes",3.92137188910725
"NODE_28810_length_1359_cov_3.013804||full",2832643,"L1EGH020932",0.811878201654615,0.188121798345387,2,"D0","FUC",5671704,"FUC0","D0_FUC0","Lytic","Temperate",0.508691308691309,0.0180860571150983,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",44,7.75780964591946,"NODE_28810_length_1359_cov_3.013804",1359,3.013804,"Caudoviricetes",1.71254076068862
"NODE_28827_length_1128_cov_1.983225||full",2832643,"L1EHE1100144",0.782839620194333,0.217160379805668,1,"D0","HFD",7682661,"HFD0","D0_HFD0","Lytic","Lytic",0.502497502497502,0.0222667440012068,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",27,3.51440731277874,"NODE_28827_length_1128_cov_1.983225",1128,1.983225,"Caudoviricetes",0.934682795951791
"NODE_2884_length_5748_cov_6.013701||full",2827611,"L1EGH020942",0.780197320146677,0.219802679853324,2,"D14","FUC",6297602,"FUC14","D14_FUC14","Lytic","Lytic",0.504795204795205,0.0165065077451084,0.555555555555556,5,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Myoviridae_sp._ctbwh6",423,67.1684237905158,"NODE_2884_length_5748_cov_6.013701",5748,6.013701,"Myoviridae",3.50565886171794
"NODE_28845_length_1326_cov_1.782061||full",2832643,"L1EGH020941",0.811878201654615,0.188121798345387,2,"D10","FUC",6503397,"FUC10","D10_FUC10","Lytic","Temperate",0.505494505494506,0.0145182034961718,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",28,4.30544221735195,"NODE_28845_length_1326_cov_1.782061",1326,1.782061,"Caudoviricetes",0.974081949627137
"NODE_28849_length_1014_cov_18.790407||full",2832643,"L1EHE1100156",0.811878201654615,0.188121798345387,1,"D14","HFD",3688255,"HFD14","D14_HFD14","Lytic","Lytic",0.503796203796204,0.0210410101719897,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",169,45.8211267930227,"NODE_28849_length_1014_cov_18.790407",1014,18.790407,"Caudoviricetes",13.5565463884683
"NODE_28903_length_1068_cov_2.463968||lt2gene",2832643,"L1HGH010570",0.811878201654615,0.188121798345387,1,"D14","CON",5615729,"CON14","D14_CON14","Lytic","Lytic",0.500999000999001,0.0213713843988097,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",27,4.80792431401159,"NODE_28903_length_1068_cov_2.463968",1068,2.463968,"Caudoviricetes",1.35054053764371
"NODE_28909_length_1038_cov_2.724313||full",2832643,"L1EHE1100152",0.811878201654615,0.188121798345387,1,"D10","HFD",5747820,"HFD10","D10_HFD10","Lytic","Lytic",0.503696303696304,0.0251692745573672,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",29,5.04539112219937,"NODE_28909_length_1038_cov_2.724313",1038,2.724313,"Caudoviricetes",1.45820552664722
"NODE_28913_length_1067_cov_10.398221||full",10239,"L1HGH010570",0.811878201654615,0.188121798345387,1,"D14","CON",5615729,"CON14","D14_CON14","Lytic","Temperate",0.51008991008991,0.0174250518364956,1,2,"Viruses",127,22.6150514029434,"NODE_28913_length_1067_cov_10.398221",1067,10.398221,NA,6.35849617702251
"NODE_28924_length_1012_cov_6.052247||full",2832643,"L1EHE1100156",0.811878201654615,0.188121798345387,1,"D14","HFD",3688255,"HFD14","D14_HFD14","Lytic","Temperate",0.501498501498502,0.0192990859397295,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",69,18.7080340160862,"NODE_28924_length_1012_cov_6.052247",1012,6.052247,"Caudoviricetes",5.54585988619156
"NODE_28931_length_1024_cov_2.674923||full",2832643,"L1HGH010576",0.811878201654615,0.188121798345387,1,"D18","CON",1348974,"CON18","D18_CON18","Lytic","Lytic",0.506793206793207,0.0201047554924695,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",29,21.4978198245481,"NODE_28931_length_1024_cov_2.674923",1024,2.674923,"Caudoviricetes",6.29818940172309
"NODE_28941_length_1125_cov_3.490654||full",2832643,"L1EHE1100144",0.811878201654615,0.188121798345387,1,"D0","HFD",7682661,"HFD0","D0_HFD0","Lytic","Temperate",0.503696303696304,0.0149770208446835,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",40,5.20652935226479,"NODE_28941_length_1125_cov_3.490654",1125,3.490654,"Caudoviricetes",1.38840782727061
"NODE_28946_length_1608_cov_2.186091||full",2832643,"L1HGH010561",0.780197320146677,0.219802679853324,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Temperate",0.508291708291708,0.0166973685640569,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",42,7.55957212821754,"NODE_28946_length_1608_cov_2.186091",1608,2.186091,"Caudoviricetes",1.41036793436894
"NODE_28976_length_1401_cov_2.845468||full",2832643,"L1HGH010577",0.91079295154185,0.0892070484581499,1,"D18","CON",7933325,"CON18","D18_CON18","Lytic","Temperate",0.503696303696304,0.0199640295653096,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",55,6.93278039157604,"NODE_28976_length_1401_cov_2.845468",1401,2.845468,"Caudoviricetes",1.48453541575504
"NODE_28978_length_1065_cov_15.544554||full",2832643,"L1HGH010570",0.827130633860861,0.17286936613914,1,"D14","CON",5615729,"CON14","D14_CON14","Lytic","Temperate",0.503196803196803,0.016360757426186,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",300,53.4213812667955,"NODE_28978_length_1065_cov_15.544554",1065,15.544554,"Caudoviricetes",15.0482764131818
