SRR14826639.NODE_14302_length_2028_cov_3.341105||full	SRR14826639.NODE_14302_length_2028_cov_3.341105||full
SRR13827506.NODE_4649_length_5288_cov_12.850182||full	SRR13827523.NODE_14726_length_1572_cov_2.927488||full
SRR13827506.NODE_4649_length_5288_cov_12.850182||full	mgm4538804.3_d.NODE_1334_length_5268_cov_4.452139||full
SRR13827506.NODE_4649_length_5288_cov_12.850182||full	mgm4538804.3_d.NODE_1334_length_5268_cov_4.452139||full
SRR13827506.NODE_6380_length_3956_cov_6.591387||full	SRR13827506.NODE_6380_length_3956_cov_6.591387||full
SRR13827506.NODE_6380_length_3956_cov_6.591387||full	SRR13827519.NODE_12047_length_2176_cov_4.975012||full
SRR13827506.NODE_6380_length_3956_cov_6.591387||full	SRR13827515.NODE_5613_length_3540_cov_2.537159||full
SRR13827506.NODE_6380_length_3956_cov_6.591387||full	SRR13827509.NODE_14629_length_1625_cov_2.696178||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	SRR13827506.NODE_6888_length_3699_cov_5.426454||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	SRR13827512.NODE_17886_length_1582_cov_2.749836||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	SRR13827517.NODE_8538_length_2587_cov_3.473539||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	SRR13827519.NODE_6330_length_3721_cov_6.337698||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	SRR13827522.NODE_15438_length_1623_cov_7.214286||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	SRR13827522.NODE_10220_length_2202_cov_3.241733||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	SRR13827507.NODE_9730_length_2469_cov_4.293289||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	mgm4539802.3_d.NODE_3632_length_1567_cov_2.021825||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	mgm4539802.3_d.NODE_3632_length_1567_cov_2.021825||full
SRR13827506.NODE_6888_length_3699_cov_5.426454||full	SRR13827510.NODE_10476_length_2244_cov_3.260393||full
SRR13827506.NODE_7597_length_3349_cov_4.701275||full	SRR13827506.NODE_7597_length_3349_cov_4.701275||full
SRR13827506.NODE_7830_length_3262_cov_3.731213||full	SRR13827506.NODE_7830_length_3262_cov_3.731213||full
SRR13827506.NODE_7830_length_3262_cov_3.731213||full	SRR13827518.NODE_15760_length_1528_cov_1.810591||lt2gene
SRR13827506.NODE_7830_length_3262_cov_3.731213||full	SRR13827520.NODE_10466_length_2448_cov_2.314250||full
SRR13827506.NODE_7830_length_3262_cov_3.731213||full	SRR13827522.NODE_12344_length_1917_cov_2.743287||full
SRR13827506.NODE_8334_length_3087_cov_5.626979||full	SRR13827506.NODE_8334_length_3087_cov_5.626979||full
SRR13827506.NODE_9054_length_2839_cov_3.694325||full	SRR13827506.NODE_9054_length_2839_cov_3.694325||full
SRR13827506.NODE_9054_length_2839_cov_3.694325||full	SRR13827526.NODE_13351_length_2034_cov_1.921678||full
SRR13827506.NODE_9314_length_2767_cov_3.469027||full	SRR13827506.NODE_9314_length_2767_cov_3.469027||full
SRR13827506.NODE_9972_length_2602_cov_2.897134||full	SRR13827506.NODE_9972_length_2602_cov_2.897134||full
SRR13827506.NODE_10413_length_2505_cov_3.373878||full	SRR13827506.NODE_10413_length_2505_cov_3.373878||full
SRR13827506.NODE_10900_length_2401_cov_2.240409||full	SRR13827506.NODE_10900_length_2401_cov_2.240409||full
SRR13827506.NODE_11365_length_2315_cov_2.391593||full	SRR13827506.NODE_11365_length_2315_cov_2.391593||full
SRR13827506.NODE_12092_length_2189_cov_4.278819||full	SRR13827506.NODE_12092_length_2189_cov_4.278819||full
SRR13827506.NODE_12092_length_2189_cov_4.278819||full	SRR8735345.NODE_26027_length_2111_cov_10.290856||full
SRR13827508.NODE_7889_length_3238_cov_7.903550||full	SRR13827508.NODE_7889_length_3238_cov_7.903550||full
SRR13827508.NODE_7889_length_3238_cov_7.903550||full	SRR13827515.NODE_11298_length_2066_cov_4.932869||full
SRR13827508.NODE_7889_length_3238_cov_7.903550||full	SRR14826641.NODE_10657_length_2365_cov_5.880519||full
SRR13827508.NODE_7889_length_3238_cov_7.903550||full	SRR13827505.NODE_9573_length_2594_cov_5.142576||full
SRR13827508.NODE_7889_length_3238_cov_7.903550||full	SRR14826643.NODE_15291_length_1859_cov_2.817073||full
SRR13827508.NODE_7889_length_3238_cov_7.903550||full	SRR13827504.NODE_7521_length_2733_cov_7.858476||full
SRR13827508.NODE_7889_length_3238_cov_7.903550||full	SRR13827503.NODE_7131_length_2911_cov_8.625350||full
SRR13827508.NODE_7889_length_3238_cov_7.903550||full	SRR13827519.NODE_7419_length_3238_cov_7.133836||full
SRR13827508.NODE_8206_length_3144_cov_4.122693||full	SRR13827508.NODE_8206_length_3144_cov_4.122693||full
SRR13827508.NODE_8206_length_3144_cov_4.122693||full	SRR13827506.NODE_9910_length_2618_cov_5.581740||full
SRR13827508.NODE_8206_length_3144_cov_4.122693||full	SRR13827509.NODE_11365_length_1971_cov_3.367432||full
SRR13827508.NODE_8206_length_3144_cov_4.122693||full	SRR13827523.NODE_13829_length_1653_cov_2.680851||full
SRR13827508.NODE_9614_length_2787_cov_3.495608||full	SRR13827508.NODE_9614_length_2787_cov_3.495608||full
SRR13827508.NODE_10130_length_2671_cov_3.652905||full	SRR13827508.NODE_10130_length_2671_cov_3.652905||full
SRR13827508.NODE_13264_length_2151_cov_2.255725||full	SRR13827508.NODE_13264_length_2151_cov_2.255725||full
SRR13827508.NODE_14411_length_2013_cov_2.939734||full	SRR13827508.NODE_14411_length_2013_cov_2.939734||full
SRR13827508.NODE_14411_length_2013_cov_2.939734||full	SRR13827504.NODE_11620_length_1846_cov_4.532663||full
SRR13827508.NODE_15220_length_1931_cov_3.070362||full	SRR13827508.NODE_15220_length_1931_cov_3.070362||full
SRR13827508.NODE_16178_length_1837_cov_1.854097||full	SRR13827508.NODE_16178_length_1837_cov_1.854097||full
SRR13827508.NODE_18506_length_1646_cov_2.816468||full	SRR13827508.NODE_18506_length_1646_cov_2.816468||full
SRR13827508.NODE_19271_length_1597_cov_2.614786||full	SRR13827508.NODE_19271_length_1597_cov_2.614786||full
SRR13827508.NODE_19891_length_1553_cov_2.936582||full	SRR13827508.NODE_19891_length_1553_cov_2.936582||full
SRR13827508.NODE_20561_length_1513_cov_3.655693||full	SRR13827508.NODE_20561_length_1513_cov_3.655693||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827505.NODE_10687_length_2367_cov_4.313581||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827517.NODE_3955_length_5053_cov_21.108243||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827512.NODE_10767_length_2335_cov_4.143421||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827515.NODE_8809_length_2477_cov_4.322874||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827520.NODE_1608_length_14468_cov_17.820232||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827503.NODE_1177_length_15287_cov_12.761883||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827510.NODE_6409_length_3344_cov_5.745515||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827510.NODE_9912_length_2338_cov_12.748138||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827511.NODE_6185_length_3856_cov_7.833465||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827507.NODE_837_length_19188_cov_19.407516||0_partial
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827526.NODE_284_length_45350_cov_15.498642||0_partial
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827521.NODE_8858_length_2345_cov_3.955895||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827505.NODE_12272_length_2115_cov_7.511650||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827513.NODE_9252_length_2471_cov_3.368377||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827522.NODE_4731_length_3941_cov_4.321153||full
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827506.NODE_710_length_31811_cov_18.410159||0_partial
SRR13827508.NODE_162_length_52670_cov_15.824727||0_partial	SRR13827517.NODE_11492_length_2028_cov_12.843386||full
SRR13827509.NODE_1827_length_9021_cov_14.309280||full	SRR13827509.NODE_1827_length_9021_cov_14.309280||full
SRR13827509.NODE_1827_length_9021_cov_14.309280||full	SRR13827515.NODE_9613_length_2323_cov_6.333333||full
SRR13827509.NODE_1827_length_9021_cov_14.309280||full	SRR13827520.NODE_6440_length_3798_cov_9.496660||full
SRR13827509.NODE_2950_length_6059_cov_9.555963||full	SRR13827509.NODE_2950_length_6059_cov_9.555963||full
SRR13827509.NODE_6022_length_3268_cov_3.600062||full	SRR13827509.NODE_6022_length_3268_cov_3.600062||full
SRR13827509.NODE_6227_length_3169_cov_4.254014||full	SRR13827509.NODE_6227_length_3169_cov_4.254014||full
SRR13827509.NODE_6809_length_2945_cov_4.040138||full	SRR13827509.NODE_6809_length_2945_cov_4.040138||full
SRR13827509.NODE_6809_length_2945_cov_4.040138||full	SRR13827504.NODE_10611_length_1995_cov_3.397423||full
SRR13827509.NODE_7453_length_2730_cov_4.635888||full	SRR13827509.NODE_7453_length_2730_cov_4.635888||full
SRR13827509.NODE_7453_length_2730_cov_4.635888||full	SRR13827526.NODE_17775_length_1625_cov_2.198089||full
SRR13827509.NODE_7952_length_2597_cov_3.926829||full	SRR13827509.NODE_7952_length_2597_cov_3.926829||full
SRR13827509.NODE_8432_length_2478_cov_2.921172||full	SRR13827509.NODE_8432_length_2478_cov_2.921172||full
SRR13827509.NODE_8432_length_2478_cov_2.921172||full	SRR13827523.NODE_9443_length_2264_cov_5.913536||full
SRR13827509.NODE_10340_length_2117_cov_2.919011||full	SRR13827509.NODE_10340_length_2117_cov_2.919011||full
SRR13827509.NODE_13664_length_1714_cov_2.717300||full	SRR13827509.NODE_13664_length_1714_cov_2.717300||full
SRR13827509.NODE_14658_length_1621_cov_4.407407||full	SRR13827509.NODE_14658_length_1621_cov_4.407407||full
SRR13827509.NODE_15433_length_1560_cov_3.865116||full	SRR13827509.NODE_15433_length_1560_cov_3.865116||full
SRR8735344.NODE_31000_length_1665_cov_4.743478||full	SRR8735344.NODE_31000_length_1665_cov_4.743478||full
SRR8735344.NODE_31349_length_1656_cov_3.784510||full	SRR8735344.NODE_31349_length_1656_cov_3.784510||full
SRR8735344.NODE_31837_length_1643_cov_2.382872||full	SRR8735344.NODE_31837_length_1643_cov_2.382872||full
SRR8735344.NODE_32162_length_1634_cov_2.355288||full	SRR8735344.NODE_32162_length_1634_cov_2.355288||full
SRR8735344.NODE_33349_length_1604_cov_2.726921||full	SRR8735344.NODE_33349_length_1604_cov_2.726921||full
SRR8735344.NODE_33711_length_1595_cov_1.891558||full	SRR8735344.NODE_33711_length_1595_cov_1.891558||full
SRR8735344.NODE_35094_length_1562_cov_3.426676||full	SRR8735344.NODE_35094_length_1562_cov_3.426676||full
SRR8735344.NODE_35506_length_1552_cov_5.220441||full	SRR8735344.NODE_35506_length_1552_cov_5.220441||full
SRR8735344.NODE_37175_length_1517_cov_2.392613||full	SRR8735344.NODE_37175_length_1517_cov_2.392613||full
SRR8735344.NODE_37770_length_1504_cov_3.834369||full	SRR8735344.NODE_37770_length_1504_cov_3.834369||full
SRR8735344.NODE_135_length_75012_cov_6.464840||0_partial	SRR8735344.NODE_135_length_75012_cov_6.464840||0_partial
SRR8735344.NODE_20311_length_2089_cov_3.968043||lt2gene	SRR8735344.NODE_20311_length_2089_cov_3.968043||lt2gene
SRR8735344.NODE_32150_length_1634_cov_2.928436||lt2gene	SRR8735344.NODE_32150_length_1634_cov_2.928436||lt2gene
SRR8735345.NODE_437_length_59226_cov_59.897315||full	SRR8735345.NODE_437_length_59226_cov_59.897315||full
SRR8735345.NODE_437_length_59226_cov_59.897315||full	mgm4540044.3_d.NODE_239_length_2146_cov_2.598757||full
SRR8735345.NODE_437_length_59226_cov_59.897315||full	mgm4539531.3_d.NODE_2199_length_2417_cov_2.494920||full
SRR8735345.NODE_437_length_59226_cov_59.897315||full	mgm4540044.3_d.NODE_239_length_2146_cov_2.598757||full
SRR8735345.NODE_437_length_59226_cov_59.897315||full	mgm4539531.3_d.NODE_2199_length_2417_cov_2.494920||full
SRR8735345.NODE_826_length_38066_cov_17.531294||full	SRR8735345.NODE_826_length_38066_cov_17.531294||full
SRR8735345.NODE_826_length_38066_cov_17.531294||full	SRR13827508.NODE_16084_length_1845_cov_3.990503||full
SRR8735345.NODE_826_length_38066_cov_17.531294||full	SRR13827526.NODE_17941_length_1611_cov_3.890746||full
SRR8735345.NODE_826_length_38066_cov_17.531294||full	SRR13827506.NODE_16261_length_1689_cov_2.957160||lt2gene
SRR8735345.NODE_826_length_38066_cov_17.531294||full	SRR13827506.NODE_6966_length_3657_cov_3.224597||full
SRR8735345.NODE_826_length_38066_cov_17.531294||full	SRR8735345.NODE_9798_length_4725_cov_5.774304||full
SRR8735345.NODE_1352_length_25981_cov_6.431690||full	SRR8735345.NODE_1352_length_25981_cov_6.431690||full
SRR8735345.NODE_1352_length_25981_cov_6.431690||full	SRR8735348.NODE_1649_length_25827_cov_6.247866||full
SRR8735345.NODE_1728_length_21333_cov_7.836263||full	SRR8735345.NODE_1728_length_21333_cov_7.836263||full
SRR8735345.NODE_1728_length_21333_cov_7.836263||full	SRR8735348.NODE_6538_length_8037_cov_7.537083||full
SRR8735345.NODE_2244_length_16949_cov_18.687108||full	SRR8735345.NODE_2244_length_16949_cov_18.687108||full
SRR8735345.NODE_2696_length_14582_cov_4.791629||full	SRR8735345.NODE_2696_length_14582_cov_4.791629||full
SRR8735345.NODE_3448_length_11863_cov_4.033875||full	SRR8735345.NODE_3448_length_11863_cov_4.033875||full
SRR8735345.NODE_3875_length_10714_cov_8.958157||full	SRR8735345.NODE_3875_length_10714_cov_8.958157||full
SRR8735345.NODE_3875_length_10714_cov_8.958157||full	SRR8735348.NODE_33112_length_2227_cov_12.500921||full
SRR8735345.NODE_4268_length_9852_cov_7.605083||full	SRR8735345.NODE_4268_length_9852_cov_7.605083||full
SRR8735345.NODE_4268_length_9852_cov_7.605083||full	SRR8735344.NODE_6704_length_4313_cov_6.050728||full
SRR8735345.NODE_4268_length_9852_cov_7.605083||full	SRR8735348.NODE_12924_length_4570_cov_17.508970||full
SRR8735345.NODE_4268_length_9852_cov_7.605083||full	mgm4540052.3_d.NODE_4847_length_1625_cov_1.816561||full
SRR8735345.NODE_4268_length_9852_cov_7.605083||full	SRR14826644.NODE_11671_length_1745_cov_2.323077||full
SRR8735345.NODE_4268_length_9852_cov_7.605083||full	SRR14826648.NODE_29773_length_1582_cov_7.595940||full
SRR8735345.NODE_4268_length_9852_cov_7.605083||full	mgm4540052.3_d.NODE_4847_length_1625_cov_1.816561||full
SRR8735345.NODE_4577_length_9303_cov_10.063149||full	SRR8735345.NODE_4577_length_9303_cov_10.063149||full
SRR8735345.NODE_4577_length_9303_cov_10.063149||full	SRR8735348.NODE_37909_length_2016_cov_6.996940||full
SRR8735345.NODE_4577_length_9303_cov_10.063149||full	SRR8735348.NODE_24835_length_2762_cov_2.554119||full
SRR8735345.NODE_4924_length_8670_cov_11.874521||full	SRR8735345.NODE_4924_length_8670_cov_11.874521||full
SRR8735345.NODE_4924_length_8670_cov_11.874521||full	SRR14826648.NODE_19681_length_2114_cov_6.730937||lt2gene
SRR8735345.NODE_5351_length_8012_cov_28.673872||full	SRR8735345.NODE_5351_length_8012_cov_28.673872||full
SRR8735345.NODE_5351_length_8012_cov_28.673872||full	SRR13827521.NODE_11915_length_1847_cov_24.529018||full
SRR8735345.NODE_5351_length_8012_cov_28.673872||full	mgm4539918.3_d.NODE_4344_length_2002_cov_1.690806||full
SRR8735345.NODE_5351_length_8012_cov_28.673872||full	mgm4539918.3_d.NODE_4344_length_2002_cov_1.690806||full
SRR8735345.NODE_5690_length_7594_cov_5.859796||full	SRR8735345.NODE_5690_length_7594_cov_5.859796||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR8735345.NODE_6313_length_6900_cov_4.061943||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR13827519.NODE_8596_length_2869_cov_3.881308||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR13827503.NODE_7817_length_2683_cov_3.008371||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR13827510.NODE_9740_length_2374_cov_2.661492||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR13827523.NODE_8929_length_2377_cov_3.463824||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR14826646.NODE_16390_length_3151_cov_2.625969||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR13827526.NODE_17914_length_1613_cov_2.912067||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR8735348.NODE_16657_length_3754_cov_4.264125||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR8735348.NODE_19188_length_3368_cov_5.696650||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR13827523.NODE_13199_length_1714_cov_2.207354||full
SRR8735345.NODE_6313_length_6900_cov_4.061943||full	SRR13827505.NODE_17700_length_1568_cov_3.331791||full
SRR8735345.NODE_6578_length_6682_cov_5.150445||full	SRR8735345.NODE_6578_length_6682_cov_5.150445||full
SRR8735345.NODE_6578_length_6682_cov_5.150445||full	SRR13827526.NODE_5255_length_4445_cov_24.120046||full
SRR8735345.NODE_6578_length_6682_cov_5.150445||full	SRR13827520.NODE_7890_length_3156_cov_22.631087||full
SRR8735345.NODE_6578_length_6682_cov_5.150445||full	SRR13827509.NODE_4658_length_4053_cov_6.523012||full
SRR8735345.NODE_6578_length_6682_cov_5.150445||full	SRR13827522.NODE_5021_length_3754_cov_4.170587||full
SRR8735345.NODE_6879_length_6420_cov_6.800000||full	SRR8735345.NODE_6879_length_6420_cov_6.800000||full
SRR8735345.NODE_7450_length_5992_cov_8.057436||full	SRR8735345.NODE_7450_length_5992_cov_8.057436||full
SRR8735345.NODE_7719_length_5830_cov_14.389091||full	SRR8735345.NODE_7719_length_5830_cov_14.389091||full
SRR8735345.NODE_7719_length_5830_cov_14.389091||full	SRR13827513.NODE_5619_length_3718_cov_12.801256||full
SRR8735345.NODE_8757_length_5208_cov_3.109063||full	SRR8735345.NODE_8757_length_5208_cov_3.109063||full
SRR8735345.NODE_8757_length_5208_cov_3.109063||full	SRR8735344.NODE_8898_length_3498_cov_3.943944||full
SRR8735345.NODE_8757_length_5208_cov_3.109063||full	SRR14826649.NODE_18140_length_3085_cov_2.504950||full
SRR8735345.NODE_9046_length_5079_cov_33.369427||full	SRR8735345.NODE_9046_length_5079_cov_33.369427||full
SRR8735345.NODE_9389_length_4911_cov_8.237438||full	SRR8735345.NODE_9389_length_4911_cov_8.237438||full
SRR8735345.NODE_9596_length_4817_cov_4.313524||full	SRR8735345.NODE_9596_length_4817_cov_4.313524||full
SRR8735345.NODE_9596_length_4817_cov_4.313524||full	SRR14826643.NODE_9040_length_2656_cov_5.027682||full
SRR8735345.NODE_9791_length_4729_cov_4.646983||full	SRR8735345.NODE_9791_length_4729_cov_4.646983||full
SRR8735345.NODE_11720_length_4079_cov_4.405070||full	SRR8735345.NODE_11720_length_4079_cov_4.405070||full
SRR8735345.NODE_12002_length_3991_cov_4.657520||full	SRR8735345.NODE_12002_length_3991_cov_4.657520||full
SRR8735345.NODE_12002_length_3991_cov_4.657520||full	SRR13827513.NODE_11467_length_2115_cov_2.679126||full
SRR8735345.NODE_12002_length_3991_cov_4.657520||full	SRR13827510.NODE_14142_length_1776_cov_3.244044||full
SRR8735345.NODE_12002_length_3991_cov_4.657520||full	SRR13827525.NODE_10465_length_2229_cov_3.790708||full
SRR8735345.NODE_12002_length_3991_cov_4.657520||full	SRR13827519.NODE_13849_length_1941_cov_3.675504||full
SRR8735345.NODE_12002_length_3991_cov_4.657520||full	SRR8735348.NODE_33553_length_2205_cov_2.492093||full
SRR8735345.NODE_12002_length_3991_cov_4.657520||full	SRR13827507.NODE_11272_length_2180_cov_3.759529||full
SRR8735345.NODE_12302_length_3909_cov_4.894395||full	SRR8735345.NODE_12302_length_3909_cov_4.894395||full
SRR8735345.NODE_12514_length_3856_cov_72.210208||full	SRR8735345.NODE_12514_length_3856_cov_72.210208||full
SRR8735345.NODE_12514_length_3856_cov_72.210208||full	SRR14826645.NODE_8061_length_1861_cov_3.626246||full
SRR8735345.NODE_12514_length_3856_cov_72.210208||full	SRR14826638.NODE_24888_length_1616_cov_2.352979||full
SRR8735345.NODE_13126_length_3713_cov_7.071897||full	SRR8735345.NODE_13126_length_3713_cov_7.071897||full
SRR8735345.NODE_13126_length_3713_cov_7.071897||full	SRR8735345.NODE_29449_length_1903_cov_8.700758||full
SRR8735345.NODE_13608_length_3607_cov_11.321509||full	SRR8735345.NODE_13608_length_3607_cov_11.321509||full
SRR8735345.NODE_13608_length_3607_cov_11.321509||full	SRR8735348.NODE_53384_length_1554_cov_17.368245||full
SRR8735345.NODE_14131_length_3495_cov_4.075291||full	SRR8735345.NODE_14131_length_3495_cov_4.075291||full
SRR8735345.NODE_14131_length_3495_cov_4.075291||full	SRR13827509.NODE_15255_length_1573_cov_2.909750||full
SRR8735345.NODE_14348_length_3449_cov_16.498527||full	SRR8735345.NODE_14348_length_3449_cov_16.498527||full
SRR8735345.NODE_15259_length_3280_cov_4.152248||full	SRR8735345.NODE_15259_length_3280_cov_4.152248||full
SRR8735345.NODE_15446_length_3249_cov_4.147151||full	SRR8735345.NODE_15446_length_3249_cov_4.147151||full
SRR8735345.NODE_15660_length_3212_cov_3.621159||full	SRR8735345.NODE_15660_length_3212_cov_3.621159||full
SRR8735345.NODE_15955_length_3172_cov_2.840873||full	SRR8735345.NODE_15955_length_3172_cov_2.840873||full
SRR8735345.NODE_16183_length_3135_cov_68.088961||full	SRR8735345.NODE_16183_length_3135_cov_68.088961||full
SRR8735345.NODE_16439_length_3093_cov_16.602041||full	SRR8735345.NODE_16439_length_3093_cov_16.602041||full
SRR8735345.NODE_16670_length_3053_cov_15.807205||full	SRR8735345.NODE_16670_length_3053_cov_15.807205||full
SRR8735345.NODE_16670_length_3053_cov_15.807205||full	SRR8735344.NODE_13585_length_2646_cov_5.759938||full
SRR8735345.NODE_17290_length_2962_cov_4.850705||full	SRR8735345.NODE_17290_length_2962_cov_4.850705||full
SRR8735345.NODE_17551_length_2929_cov_3.248782||full	SRR8735345.NODE_17551_length_2929_cov_3.248782||full
SRR8735345.NODE_17746_length_2899_cov_17.196203||full	SRR8735345.NODE_17746_length_2899_cov_17.196203||full
SRR8735345.NODE_17746_length_2899_cov_17.196203||full	SRR13827521.NODE_8538_length_2418_cov_7.829454||full
SRR8735345.NODE_17746_length_2899_cov_17.196203||full	SRR13827513.NODE_12434_length_1986_cov_6.141378||full
SRR8735345.NODE_17746_length_2899_cov_17.196203||full	SRR14826649.NODE_46233_length_1604_cov_5.945126||full
SRR8735345.NODE_18196_length_2838_cov_7.840101||full	SRR8735345.NODE_18196_length_2838_cov_7.840101||full
SRR8735345.NODE_18395_length_2812_cov_2.885383||full	SRR8735345.NODE_18395_length_2812_cov_2.885383||full
SRR8735345.NODE_18550_length_2792_cov_9.229814||full	SRR8735345.NODE_18550_length_2792_cov_9.229814||full
SRR8735345.NODE_18747_length_2769_cov_6.146279||full	SRR8735345.NODE_18747_length_2769_cov_6.146279||full
SRR8735345.NODE_18982_length_2739_cov_3.934426||full	SRR8735345.NODE_18982_length_2739_cov_3.934426||full
SRR8735345.NODE_20002_length_2623_cov_3.292056||full	SRR8735345.NODE_20002_length_2623_cov_3.292056||full
SRR8735345.NODE_20164_length_2606_cov_7.361427||full	SRR8735345.NODE_20164_length_2606_cov_7.361427||full
SRR8735345.NODE_20389_length_2582_cov_5.204986||full	SRR8735345.NODE_20389_length_2582_cov_5.204986||full
SRR8735345.NODE_20641_length_2558_cov_8.578106||full	SRR8735345.NODE_20641_length_2558_cov_8.578106||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539917.3_d.NODE_1971_length_1527_cov_2.894022||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539917.3_d.NODE_1971_length_1527_cov_2.894022||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539686.3_d.NODE_2305_length_4243_cov_25.587631||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539686.3_d.NODE_2305_length_4243_cov_25.587631||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539686.3_d.NODE_2056_length_4633_cov_25.519222||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539686.3_d.NODE_2056_length_4633_cov_25.519222||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539917.3_d.NODE_1305_length_2066_cov_2.826952||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539799.3_d.NODE_2895_length_1550_cov_1.745151||lt2gene
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539917.3_d.NODE_1305_length_2066_cov_2.826952||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539799.3_d.NODE_2895_length_1550_cov_1.745151||lt2gene
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539917.3_d.NODE_680_length_4318_cov_3.011025||full
mgm4539802.3_d.NODE_182_length_19483_cov_4.483169||full	mgm4539917.3_d.NODE_680_length_4318_cov_3.011025||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	mgm4539995.3_d.NODE_796_length_4077_cov_3.257583||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	mgm4539995.3_d.NODE_796_length_4077_cov_3.257583||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	mgm4540252.3_d.NODE_765_length_3687_cov_10.475771||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	mgm4540252.3_d.NODE_765_length_3687_cov_10.475771||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	SRR8735345.NODE_34343_length_1685_cov_32.407975||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	SRR13827520.NODE_14969_length_1804_cov_4.735277||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	mgm4539998.3_d.NODE_1111_length_3491_cov_3.001455||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	mgm4539799.3_d.NODE_1599_length_2326_cov_4.179216||full
mgm4539802.3_d.NODE_409_length_7104_cov_11.123705||full	mgm4539799.3_d.NODE_1599_length_2326_cov_4.179216||full
