"Contig","AMG_contig_length"
"NODE_733_length_11035_cov_8.235701||full_1---1---750---1---ID=76_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.301",750
"NODE_247_length_18129_cov_6.616023||full_22---12424---12672---1---ID=119_22;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.474",249
"NODE_491_length_13275_cov_14.382526||full_1---1---1623----1---ID=76_1;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.542",1623
"NODE_491_length_13275_cov_14.382526||full_8---4257---5666----1---ID=76_8;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.533",1410
"NODE_12938_length_1880_cov_4.202192||full_4---966---1829----1---ID=106_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.475",864
"NODE_10042_length_2260_cov_5.925170||full_2---611---1564---1---ID=111_2;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.445",954
"NODE_4071_length_4206_cov_5.036136||full_3---945---1931---1---ID=1_3;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.280",987
"NODE_4071_length_4206_cov_5.036136||full_6---3203---4099---1---ID=1_6;partial=01;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.283",897
"NODE_1439_length_7794_cov_15.596201||full_3---442---978---1---ID=72_3;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.546",537
"NODE_1439_length_7794_cov_15.596201||full_5---1193---1855---1---ID=72_5;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.540",663
"NODE_13007_length_1873_cov_3.437294||full_4---1346---1870---1---ID=97_4;partial=01;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.573",525
"NODE_4500_length_3950_cov_6.786393||full_3---1785---2522---1---ID=103_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.557",738
"NODE_857_length_10208_cov_7.671033||full_1---1---453---1---ID=118_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.475",453
"NODE_10424_length_2197_cov_13.397759||full_3---858---1406---1---ID=30_3;partial=00;start_type=GTG;rbs_motif=GGGGT;rbs_spacer=10bp;gc_cont=0.659",549
"NODE_3141_length_4942_cov_14.952732||full_4---1539---2462----1---ID=61_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.394",924
"NODE_505_length_13155_cov_6.677328||full_21---8816---10168---1---ID=72_21;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.518",1353
"NODE_4699_length_3818_cov_13.609088||full_2---535---2154----1---ID=111_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.538",1620
"NODE_35_length_19234_cov_7.706502||full_20---12030---12782---1---ID=15_20;partial=00;start_type=GTG;rbs_motif=AGxAG;rbs_spacer=5-10bp;gc_cont=0.428",753
"NODE_737_length_5919_cov_10.399557||full_1---1---1725---1---ID=35_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.488",1725
"NODE_26_length_20719_cov_10.640921||full_18---16391---17740----1---ID=8_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.526",1350
"NODE_3418_length_2275_cov_7.669369||full_3---681---1634----1---ID=20_3;partial=00;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.447",954
"NODE_2601_length_2782_cov_4.877154||full_5---2555---2782---1---ID=7_5;partial=01;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.487",228
"NODE_5715_length_1549_cov_1.781124||full_1---1---243---1---ID=19_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.457",243
"NODE_8928_length_1969_cov_2.237722||full_1---1---837----1---ID=39_1;partial=00;start_type=TTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.331",837
"NODE_2530_length_4266_cov_4.496082||full_1---1---828---1---ID=40_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.401",828
"NODE_518_length_10228_cov_6.735869||full_3---1908---2609----1---ID=44_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.574",702
"NODE_5958_length_2543_cov_4.477090||full_6---1981---2541---1---ID=71_6;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.660",561
"NODE_7375_length_2221_cov_3.842105||full_1---1---333---1---ID=75_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.438",333
"NODE_474_length_10618_cov_10.871059||full_6---3818---4570---1---ID=95_6;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=12bp;gc_cont=0.510",753
"NODE_474_length_10618_cov_10.871059||full_14---9275---10615---1---ID=95_14;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.511",1341
"NODE_2709_length_4101_cov_6.261246||full_2---368---1216----1---ID=11_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.505",849
"NODE_1122_length_6744_cov_9.151592||full_1---1---1122----1---ID=32_1;partial=10;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.484",1122
"NODE_1122_length_6744_cov_9.151592||full_9---5985---6743----1---ID=32_9;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.493",759
"NODE_444_length_11017_cov_5.337803||full_7---4463---5266----1---ID=79_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.549",804
"NODE_7333_length_2228_cov_4.993097||full_3---541---1386---1---ID=75_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.535",846
"NODE_7975_length_2119_cov_5.355136||full_6---1605---2117---1---ID=56_6;partial=01;start_type=TTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.532",513
"NODE_10159_length_1809_cov_4.432725||full_3---500---1246---1---ID=90_3;partial=00;start_type=TTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.493",747
"NODE_10062_length_1823_cov_3.955317||full_4---855---1619---1---ID=12_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.460",765
"NODE_966_length_7269_cov_6.032853||full_1-1516-7269/7269_1---3---1349----1---ID=34_1;partial=10;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.524",1347
"NODE_966_length_7269_cov_6.032853||full_1-1516-7269/7269_2---1594---1776----1---ID=34_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.508",183
"NODE_966_length_7269_cov_6.032853||full_1-1516-7269/7269_3---1781---2218----1---ID=34_3;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.566",438
"NODE_966_length_7269_cov_6.032853||full_1-1516-7269/7269_4---2236---3048----1---ID=34_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.534",813
"NODE_966_length_7269_cov_6.032853||full_1-1516-7269/7269_5---3058---3543----1---ID=34_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.502",486
"NODE_966_length_7269_cov_6.032853||full_1-1516-7269/7269_6---3577---3837----1---ID=34_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.571",261
"NODE_966_length_7269_cov_6.032853||full_1-1516-7269/7269_7---3851---4375----1---ID=34_7;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.512",525
"NODE_966_length_7269_cov_6.032853||full_1-1516-7269/7269_8---4372---5754----1---ID=34_8;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.550",1383
"NODE_1_length_78193_cov_8.019082||full_80---76641---77375----1---ID=113_80;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.544",735
"NODE_5232_length_2746_cov_10.006317||full_1---1---408----1---ID=32_1;partial=10;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.588",408
"NODE_5232_length_2746_cov_10.006317||full_4---1183---1986----1---ID=32_4;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.563",804
"NODE_10_length_47035_cov_114.831332||full_28---17984---18718---1---ID=37_28;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.450",735
"NODE_1173_length_6591_cov_6.384486||full_1---1---339---1---ID=63_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.513",339
"NODE_453_length_10960_cov_8.103439||full_3---975---1655---1---ID=70_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.354",681
"NODE_574_length_9689_cov_7.392049||full_5---2273---3934---1---ID=109_5;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.464",1662
"NODE_101_length_21038_cov_6.996855||full_25---11661---12413----1---ID=111_25;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.586",753
"NODE_101_length_21038_cov_6.996855||full_27---12871---14358----1---ID=111_27;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.562",1488
"NODE_101_length_21038_cov_6.996855||full_34---18243---18788----1---ID=111_34;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.582",546
"NODE_20152_length_1131_cov_3.198885||full_4---828---1130----1---ID=18_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.617",303
"NODE_49_length_26570_cov_5.747388||full_10---5269---6180----1---ID=40_10;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.300",912
"NODE_2865_length_3964_cov_6.638015||full_6---2575---3135---1---ID=57_6;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=10bp;gc_cont=0.460",561
"NODE_364_length_12218_cov_7.495273||full_2---1065---1844---1---ID=110_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.610",780
"NODE_6405_length_2423_cov_4.418919||full_3---386---1135----1---ID=38_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.420",750
"NODE_168_length_17304_cov_7.690475||full_2---589---1659---1---ID=24_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;gc_cont=0.387",1071
"NODE_332_length_12735_cov_6.625158||full_8---4136---4894---1---ID=28_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.448",759
"NODE_837_length_7785_cov_5.048900||full_4---2470---3411----1---ID=57_4;partial=00;start_type=ATG;rbs_motif=TTTT;rbs_spacer=10bp;gc_cont=0.492",942
"NODE_670_length_8822_cov_6.577050||full_14---7041---8201----1---ID=58_14;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.564",1161
"NODE_171_length_17271_cov_7.997154||full_1---1---1758----1---ID=88_1;partial=10;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.445",1758
"NODE_4621_length_2955_cov_8.856897||full_5---1896---2954----1---ID=111_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.580",1059
"NODE_1329_length_6128_cov_6.894616||full_1-2736-6024/6024_1---3---377----1---ID=114_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.523",375
"NODE_1329_length_6128_cov_6.894616||full_1-2736-6024/6024_2---381---845----1---ID=114_2;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.486",465
"NODE_1329_length_6128_cov_6.894616||full_1-2736-6024/6024_3---870---1220----1---ID=114_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.473",351
"NODE_1329_length_6128_cov_6.894616||full_1-2736-6024/6024_4---1387---2322----1---ID=114_4;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.476",936
"NODE_1329_length_6128_cov_6.894616||full_1-2736-6024/6024_5---2348---3289----1---ID=114_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.462",942
"NODE_123_length_9240_cov_3.435166||full_14---8045---9100---1---ID=13_14;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.570",1056
"NODE_2082_length_2447_cov_2.666806||full_6---1629---2444----1---ID=40_6;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.520",816
"NODE_3245_length_1966_cov_3.390372||full_3---704---952---1---ID=24_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.474",249
"NODE_1957_length_2526_cov_2.932011||full_1---1---459----1---ID=25_1;partial=10;start_type=GTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.575",459
"NODE_1826_length_2610_cov_3.427789||full_5---2263---2607---1---ID=26_5;partial=01;start_type=GTG;rbs_motif=None;rbs_spacer=None;gc_cont=0.519",345
"NODE_126_length_24902_cov_15.719242||full_8---3544---3915---1---ID=11_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.473",372
"NODE_126_length_24902_cov_15.719242||full_21---7758---8543---1---ID=11_21;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.511",786
"NODE_1923_length_6229_cov_7.053936||full_6---2199---3005---1---ID=55_6;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.399",807
"NODE_732_length_11352_cov_17.600071||full_1---1---393---1---ID=111_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.529",393
"NODE_213_length_20733_cov_1690.442354||full_18---16445---17794----1---ID=9_18;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.528",1350
"NODE_95_length_27175_cov_15.468105||full_7---4495---5565----1---ID=14_7;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=13bp;gc_cont=0.387",1071
"NODE_95_length_27175_cov_15.468105||full_27---14333---15091----1---ID=14_27;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.448",759
"NODE_2433_length_5364_cov_7.096628||full_10---3913---5361----1---ID=46_10;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.637",1449
"NODE_1684_length_6769_cov_8.959190||full_4---1335---2708---1---ID=68_4;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.699",1374
"NODE_12309_length_1811_cov_3.192483||full_5---1149---1688----1---ID=131_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.506",540
"NODE_9345_length_2191_cov_3.826779||full_4---1232---2188---1---ID=30_4;partial=01;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.471",957
"NODE_1184_length_8364_cov_103.829823||full_1---1---348----1---ID=32_1;partial=10;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.523",348
"NODE_1654_length_6838_cov_4.719888||full_8---3453---3737---1---ID=40_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.372",285
"NODE_2144_length_5825_cov_5.623570||full_10---3078---4034---1---ID=55_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.366",957
"NODE_5798_length_3056_cov_5.425192||full_2---213---773---1---ID=90_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.462",561
"NODE_13546_length_1688_cov_2.974893||full_4---865---1686----1---ID=110_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.322",822
"NODE_3569_length_4220_cov_5.174310||full_2---369---1067---1---ID=17_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.585",699
"NODE_74_length_29758_cov_11.687203||full_24---15505---16728---1---ID=32_24;partial=00;start_type=ATG;rbs_motif=AAA;rbs_spacer=13bp;gc_cont=0.490",1224
"NODE_3026_length_4675_cov_7.448268||full_1---1---654----1---ID=92_1;partial=10;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.622",654
"NODE_2048_length_5990_cov_11.895535||full_2---765---1400----1---ID=111_2;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.486",636
"NODE_935_length_9703_cov_11.956364||full_1---1---963---1---ID=55_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.605",963
"NODE_5424_length_3209_cov_3.866519||full_3---874---1155---1---ID=5_3;partial=00;start_type=GTG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.518",282
"NODE_5424_length_3209_cov_3.866519||full_4---1139---2176---1---ID=5_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.514",1038
"NODE_2508_length_5274_cov_4.292968||full_8---3005---3832----1---ID=33_8;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.490",828
"NODE_10163_length_2065_cov_5.874129||full_4---973---1701----1---ID=34_4;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.491",729
"NODE_1010_length_9276_cov_6.568919||full_8---3210---4298----1---ID=41_8;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.554",1089
"NODE_4953_length_3401_cov_5.910042||full_2---563---1681---1---ID=53_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.359",1119
"NODE_606_length_12681_cov_4.984635||full_12---6141---6668---1---ID=70_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.449",528
"NODE_2297_length_5565_cov_52.022505||full_8---4672---5496---1---ID=27_8;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.464",825
"NODE_18489_length_1355_cov_4.556923||full_1---1---495---1---ID=10_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.622",495
"NODE_3671_length_4143_cov_4.441047||full_3---1316---2935---1---ID=34_3;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.538",1620
"NODE_6569_length_2799_cov_4.876093||full_4---1211---1432----1---ID=84_4;partial=00;start_type=GTG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.378",222
"NODE_6569_length_2799_cov_4.876093||full_6---1810---2610----1---ID=84_6;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.422",801
"NODE_790_length_10825_cov_5.642804||full_14---6666---7424----1---ID=100_14;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=12bp;gc_cont=0.490",759
"NODE_5110_length_3337_cov_3.479890||full_1---1---1155---1---ID=49_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.471",1155
"NODE_4620_length_3566_cov_4.293364||full_11---3097---3327---1---ID=91_11;partial=01;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.554",231
"NODE_19727_length_1297_cov_2.590177||full_5---941---1153----1---ID=113_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.441",213
"NODE_223_length_20262_cov_5.494631||full_15---8732---10519---1---ID=128_15;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.538",1788
"NODE_14925_length_1582_cov_1.474787||full_5---1073---1555----1---ID=37_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.327",483
"NODE_1112_length_8728_cov_6.102271||full_3---442---1851---1---ID=80_3;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.535",1410
"NODE_9_length_56282_cov_1813.910879||full_27---15178---16548---1---ID=98_27;partial=00;start_type=ATG;rbs_motif=4Base/6BMM;rbs_spacer=13-15bp;gc_cont=0.493",1371
"NODE_854_length_10300_cov_7.079258||full_1---1---927----1---ID=115_1;partial=10;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.543",927
"NODE_12485_length_1794_cov_4.361127||full_4---1562---1738----1---ID=132_4;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.588",177
"NODE_1462_length_6688_cov_66.840796||full_5---4221---5621---1---ID=3_5;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.500",1401
"NODE_1420_length_6791_cov_64.857037||full_5---4221---5621---1---ID=69_5;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=11bp;gc_cont=0.500",1401
"NODE_1420_length_6791_cov_64.857037||full_6---5618---6562---1---ID=69_6;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=12bp;gc_cont=0.494",945
"NODE_4898_length_2909_cov_5.565872||full_1---1---219---1---ID=86_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.671",219
"NODE_5954_length_2499_cov_7.725859||full_3---297---1118---1---ID=35_3;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.550",822
"NODE_5954_length_2499_cov_7.725859||full_4---1108---2496---1---ID=35_4;partial=01;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.529",1389
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_1---105---353----1---ID=45_1;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.526",249
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_2---609---1976----1---ID=45_2;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.520",1368
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_3---1954---2265----1---ID=45_3;partial=00;start_type=GTG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.490",312
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_4---2268---2585----1---ID=45_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.437",318
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_5---2600---3004----1---ID=45_5;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.546",405
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_6---2970---3458----1---ID=45_6;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.446",489
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_7---3651---3863----1---ID=45_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.498",213
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_8---3877---4599----1---ID=45_8;partial=00;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.433",723
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_9---4590---5090----1---ID=45_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.495",501
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_10---5532---5939----1---ID=45_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.473",408
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_11---6003---6965----1---ID=45_11;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.493",963
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_12---6975---7736----1---ID=45_12;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.472",762
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_13---7738---9978----1---ID=45_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.467",2241
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_14---9989---10360----1---ID=45_14;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.425",372
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_15---10379---13813----1---ID=45_15;partial=00;start_type=GTG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.479",3435
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_16---13773---14237----1---ID=45_16;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.503",465
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_17---14273---14776----1---ID=45_17;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.482",504
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_18---14808---15221----1---ID=45_18;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=11-12bp;gc_cont=0.483",414
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_19---15243---15602----1---ID=45_19;partial=00;start_type=ATG;rbs_motif=GGxGG;rbs_spacer=5-10bp;gc_cont=0.458",360
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_20---15599---16096----1---ID=45_20;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.460",498
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_21---16096---16401----1---ID=45_21;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.507",306
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_22---16355---16711----1---ID=45_22;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.515",357
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_23---16727---17230----1---ID=45_23;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.542",504
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_24---17247---18098----1---ID=45_24;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.475",852
"NODE_34_length_34608_cov_7.162649||full_1-2641-34534/34534_25---18123---18890----1---ID=45_25;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=11-12bp;gc_cont=0.536",768
