"Contig_number","Sample_id","IMG_name","Source","Viruse_type","Bacteria_Host","Virulent","Temperate","Phacts_result","Probability","Standard_deviation","GD","Diet","Group","num_seqs","bac_result","Mapped.Reads.Number","Contig_Abundance","Bacteria_Host_G","Contig_number2","Contig_name2"
"NODE_30922_length_1278_cov_3.668029||full","L1EHE1100147","IMGVR_UViG_3300045988_027840|3300045988|Ga0495776_136904","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.502897102897103,0.0105365009977504,"D0","HFD","HFD_D0",8310904,NA,51,6.13651655704361,"Parabacteroides","NODE_30922_length_1278_cov_3.6","NODE_30922_length_1278_cov_3.6"
"NODE_30934_length_1337_cov_4.868955||lt2gene","L1HGH010577","IMGVR_UViG_3300035327_000060|3300035327|Ga0247207_000589","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.505694305694306,0.0183109007571402,"D18","CON","CON_D18",7933325,NA,82,10.336145311077,"Muribaculum","NODE_30934_length_1337_cov_4.8","NODE_30934_length_1337_cov_4.8"
"NODE_30990_length_1075_cov_1.976471||full","L1EHE1100144","IMGVR_UViG_3300029104_000247|3300029104|Ga0169203_100262|111-12487","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;",NA,NA,"Lytic",0.501998001998002,0.0250637783631148,"D0","HFD","HFD_D0",7682661,NA,16,2.08261174090592,"Bacteroides","NODE_30990_length_1075_cov_1.9","NODE_30990_length_1075_cov_1.9"
"NODE_31_length_38365_cov_358.727043||full","L1EGH020937","IMGVR_UViG_3300045988_043986|3300045988|Ga0495776_048815","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.9875,0.0125,"Lytic",0.503896103896104,0.0310244098971609,"D10","FUC","FUC_D10",5160896,"Lytic",144836,28064.1190986991,"Parabacteroides","NODE_31_length_38365_cov_358.7","NODE_31_length_38365_cov_358.7"
"NODE_31039_length_1530_cov_3.424407||full","L1HGH010561","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Temperate",0.503196803196803,0.0219600780440228,"D0","CON","CON_D0",5555870,NA,71,12.7792766929392,"Duncaniella","NODE_31039_length_1530_cov_3.4","NODE_31039_length_1530_cov_3.4"
"NODE_3105_length_3129_cov_11.855237||full","L1HGH010558","IMGVR_UViG_2517572003_000001|2517572003|2517572443|7594-53773","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus",NA,NA,"Lytic",0.502197802197802,0.0145528765466563,"D0","CON","CON_D0",2217375,NA,383,172.726760245786,"Ligilactobacillus","NODE_3105_length_3129_cov_11.8","NODE_3105_length_3129_cov_11.8"
"NODE_31182_length_1360_cov_2.373180||full","L1HGH010573","IMGVR_UViG_2895274309_000007|2895274309|2895274455|41243-54702","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Temperate",0.502197802197802,0.021215780240854,"D18","CON","CON_D18",9970469,NA,33,3.30977409387663,"Duncaniella","NODE_31182_length_1360_cov_2.3","NODE_31182_length_1360_cov_2.3"
"NODE_3127_length_5129_cov_5.584943||full","L1EGH020933","IMGVR_UViG_2547132079_000009|2547132079|2547141796|33499-67107","Host-associated;Human;Unclassified;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides zhangwenhongi",0.811878201654615,0.188121798345387,"Temperate",0.504395604395604,0.0180011553177251,"D0","FUC","FUC_D0",11806630,"Lytic",342,28.9667754473546,"Bacteroides","NODE_3127_length_5129_cov_5.58","NODE_3127_length_5129_cov_5.58"
"NODE_3130_length_5127_cov_7.489353||full","L1EGH020933","IMGVR_UViG_2921975887_000001|2921975887|2921975953|2-64415","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",0.811878201654615,0.188121798345387,"Temperate",0.505194805194805,0.0187325340897946,"D0","FUC","FUC_D0",11806630,"Lytic",448,37.944781872558,"Prevotella","NODE_3130_length_5127_cov_7.48","NODE_3130_length_5127_cov_7.48"
"NODE_3134_length_6822_cov_5.594946||full","L1EGH020939","IMGVR_UViG_3300045988_124774|3300045988|Ga0495776_093604","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus;",0.811878201654615,0.188121798345387,"Temperate",0.51038961038961,0.0247722034186205,"D10","FUC","FUC_D10",3309510,"Lytic",400,120.863813676345,"Faecalibacillus","NODE_3134_length_6822_cov_5.59","NODE_3134_length_6822_cov_5.59"
"NODE_3155_length_4565_cov_18.078936||full","L1EHE1100160","IMGVR_UViG_2895274309_000011|2895274309|2895274499|12190-30966","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Temperate",0.505394605394605,0.0248446145673289,"D18","HFD","HFD_D18",5476939,NA,900,164.325364952942,"Duncaniella","NODE_3155_length_4565_cov_18.0","NODE_3155_length_4565_cov_18.0"
"NODE_3162_length_6796_cov_5.673046||full","L1HGH010561","IMGVR_UViG_2921981637_000001|2921981637|2921981673|120015-152612","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",NA,NA,"Temperate",0.507492507492507,0.0234669566240609,"D0","CON","CON_D0",5555870,NA,517,93.0547331021064,"Prevotella","NODE_3162_length_6796_cov_5.67","NODE_3162_length_6796_cov_5.67"
"NODE_3168_length_3101_cov_96.616218||full","L1HGH010571","IMGVR_UViG_2837262407_000005|2837262407|2837262407|3321533-3358786","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris",NA,NA,"Temperate",0.502297702297702,0.0203305907642997,"D14","CON","CON_D14",2848358,NA,3111,1092.20821259125,"Duncaniella","NODE_3168_length_3101_cov_96.6","NODE_3168_length_3101_cov_96.6"
"NODE_31701_length_1314_cov_3.154091||full","L1HGH010577","IMGVR_UViG_2836884241_000002|2836884241|2836884241|2448457-2557369",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella dubosii",NA,NA,"Lytic",0.504195804195804,0.0151706779976609,"D18","CON","CON_D18",7933325,NA,46,5.79832541840905,"Duncaniella","NODE_31701_length_1314_cov_3.1","NODE_31701_length_1314_cov_3.1"
"NODE_3181_length_6540_cov_13.241480||full","L1HGH010574","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Lytic",0.505694305694306,0.0188639324706049,"D18","CON","CON_D18",2433274,NA,905,371.926877121113,"Faecalibaculum","NODE_3181_length_6540_cov_13.2","NODE_3181_length_6540_cov_13.2"
"NODE_3182_length_5392_cov_7.907439||full","L1EGH020942","IMGVR_UViG_3300006203_000010|3300006203|Ga0081181_1000509","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.0125,0.9875,"Lytic",0.511788211788212,0.0149986617846222,"D14","FUC","FUC_D14",6297602,"Temperate",505,80.1892529886773,"Muribaculum","NODE_3182_length_5392_cov_7.90","NODE_3182_length_5392_cov_7.90"
"NODE_3186_length_4252_cov_4.149631||full","L1EGH020938","IMGVR_UViG_3300045988_084610|3300045988|Ga0495776_080957","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",0.811878201654615,0.188121798345387,"Lytic",0.5002997002997,0.0181686397663285,"D10","FUC","FUC_D10",3904971,"Lytic",189,48.3998472715931,"Parabacteroides","NODE_3186_length_4252_cov_4.14","NODE_3186_length_4252_cov_4.14"
"NODE_3186_length_6756_cov_7.119236||full","L1HGH010561","IMGVR_UViG_2837668229_000005|2837668229|2837668229|1-60990",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris",NA,NA,"Lytic",0.50989010989011,0.0216449191831382,"D0","CON","CON_D0",5555870,NA,564,101.514254293207,"Duncaniella","NODE_3186_length_6756_cov_7.11","NODE_3186_length_6756_cov_7.11"
"NODE_320_length_13024_cov_9.534505||full","L1EHE1100158","IMGVR_UViG_3300019288_000002|3300019288|Ga0196833_108625","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.501798201798202,0.0154574220772274,"D18","HFD","HFD_D18",5825360,NA,1322,226.938764299545,"Muribaculum","NODE_320_length_13024_cov_9.53","NODE_320_length_13024_cov_9.53"
"NODE_3201_length_4242_cov_6.634106||full","L1EGH020938","IMGVR_UViG_3300006217_001279|3300006217|Ga0081461_1015144","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.880695205741755,0.119304794258245,"Lytic",0.501498501498501,0.013957441915343,"D10","FUC","FUC_D10",3904971,"Lytic",312,79.8981605753282,"Muribaculum","NODE_3201_length_4242_cov_6.63","NODE_3201_length_4242_cov_6.63"
"NODE_3203_length_3138_cov_8.924100||lt2gene","L1HGH010563","IMGVR_UViG_3300006099_000465|3300006099|Ga0080690_1000155|1-32209","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;",NA,NA,"Lytic",0.505094905094905,0.0187333332195634,"D10","CON","CON_D10",3065098,NA,288,93.9611066269333,"Ligilactobacillus","NODE_3203_length_3138_cov_8.92","NODE_3203_length_3138_cov_8.92"
"NODE_321_length_19171_cov_8.593743||full","L1EGH020942","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.9175517997208,0.0824482002792006,"Temperate",0.507192807192807,0.0171819459389278,"D14","FUC","FUC_D14",6297602,"Lytic",1942,308.371345156458,"Muribaculum","NODE_321_length_19171_cov_8.59","NODE_321_length_19171_cov_8.59"
"NODE_3212_length_4782_cov_4.372752||full","L1EGH020946","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Temperate",0.508291708291708,0.0197882908689083,"D14","FUC","FUC_D14",7525830,NA,223,29.6312831940132,"Faecalibaculum","NODE_3212_length_4782_cov_4.37","NODE_3212_length_4782_cov_4.37"
"NODE_32224_length_1240_cov_4.043038||lt2gene","L1EGH020932","IMGVR_UViG_3300035327_000060|3300035327|Ga0247207_000589","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.811878201654615,0.188121798345387,"Lytic",0.506993006993007,0.0255332226156485,"D0","FUC","FUC_D0",5671704,"Lytic",51,8.99200663504301,"Muribaculum","NODE_32224_length_1240_cov_4.0","NODE_32224_length_1240_cov_4.0"
"NODE_3226_length_2791_cov_3.785453||full","L1EHE1100154","IMGVR_UViG_3300045988_028162|3300045988|Ga0495776_000488","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.506993006993007,0.0268701557021877,"D14","HFD","HFD_D14",10257673,NA,116,11.30860771249,"Parabacteroides","NODE_3226_length_2791_cov_3.78","NODE_3226_length_2791_cov_3.78"
"NODE_3231_length_2437_cov_17.933669||full","L1EGH020949","IMGVR_UViG_3300035327_000060|3300035327|Ga0247207_000589","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.508091908091908,0.0142069041635414,"D18","FUC","FUC_D18",12447007,NA,458,36.7959944105438,"Muribaculum","NODE_3231_length_2437_cov_17.9","NODE_3231_length_2437_cov_17.9"
"NODE_3234_length_6670_cov_45.556009||full","L1EGH020941","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",0.811878201654615,0.188121798345387,"Temperate",0.504495504495505,0.0142825702302989,"D10","FUC","FUC_D10",6503397,"Lytic",3172,487.745096908585,"Faecalibaculum","NODE_3234_length_6670_cov_45.5","NODE_3234_length_6670_cov_45.5"
"NODE_32341_length_1485_cov_2.873427||full","L1HGH010561","IMGVR_UViG_3300035326_000122|3300035326|Ga0247206_005661","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;",NA,NA,"Lytic",0.511288711288711,0.0189325845051634,"D0","CON","CON_D0",5555870,NA,58,10.4394091294433,"Anaerotignum","NODE_32341_length_1485_cov_2.8","NODE_32341_length_1485_cov_2.8"
"NODE_32363_length_1137_cov_2.661738||lt2gene","L1EHE1100148","IMGVR_UViG_3300045988_029385|3300045988|Ga0495776_000522","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.503296703296703,0.00837970708312118,"D10","HFD","HFD_D10",4836085,NA,34,7.03048023349465,"Parabacteroides","NODE_32363_length_1137_cov_2.6","NODE_32363_length_1137_cov_2.6"
"NODE_3243_length_2783_cov_4.144795||full","L1EHE1100154","IMGVR_UViG_3300045988_066453|3300045988|Ga0495776_000119","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.50979020979021,0.012517845277952,"D14","HFD","HFD_D14",10257673,NA,120,11.6985597025758,"Parabacteroides","NODE_3243_length_2783_cov_4.14","NODE_3243_length_2783_cov_4.14"
"NODE_32514_length_1273_cov_4.477833||full","L1HGH010559","IMGVR_UViG_2836884241_000002|2836884241|2836884241|2448457-2557369",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella dubosii",NA,NA,"Lytic",0.5000999000999,0.0153156986187707,"D0","CON","CON_D0",1732889,NA,57,32.8930473908023,"Duncaniella","NODE_32514_length_1273_cov_4.4","NODE_32514_length_1273_cov_4.4"
"NODE_32557_length_1209_cov_3.441941||full","L1EGH020939","IMGVR_UViG_3300035327_000060|3300035327|Ga0247207_000589","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.811878201654615,0.188121798345387,"Lytic",0.503596403596404,0.0189991500763862,"D10","FUC","FUC_D10",3309510,"Lytic",43,12.9928599702071,"Muribaculum","NODE_32557_length_1209_cov_3.4","NODE_32557_length_1209_cov_3.4"
"NODE_3257_length_5796_cov_8.702665||full","L1EGH020932","IMGVR_UViG_2740892348_000008|2740892348|2740975911|485476-505234",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Clostridioides;s__Clostridioides difficile",0.975,0.025,"Temperate",0.501898101898102,0.0218285718821141,"D0","FUC","FUC_D0",5671704,"Lytic",522,92.0358326174991,"Clostridioides","NODE_3257_length_5796_cov_8.70","NODE_3257_length_5796_cov_8.70"
"NODE_3259_length_4506_cov_3.563469||full","L1EGH020947","IMGVR_UViG_3300045988_074594|3300045988|Ga0495776_009608","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.50979020979021,0.0190652215086785,"D18","FUC","FUC_D18",6254490,NA,175,27.9798992403857,"Parabacteroides","NODE_3259_length_4506_cov_3.56","NODE_3259_length_4506_cov_3.56"
"NODE_32737_length_1038_cov_2.205493||full","L1EHE1100144","IMGVR_UViG_3300045988_167152|3300045988|Ga0495776_026922","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;",NA,NA,"Temperate",0.504795204795205,0.0232835823588183,"D0","HFD","HFD_D0",7682661,NA,25,3.2540808451655,"Bacteroides","NODE_32737_length_1038_cov_2.2","NODE_32737_length_1038_cov_2.2"
"NODE_32746_length_1204_cov_2.845953||lt2gene","L1EGH020939","IMGVR_UViG_3300045988_156927|3300045988|Ga0495776_040651","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;",0.811878201654615,0.188121798345387,"Lytic",0.51038961038961,0.0120746949313997,"D10","FUC","FUC_D10",3309510,"Lytic",47,14.2014981069705,"Romboutsia","NODE_32746_length_1204_cov_2.8","NODE_32746_length_1204_cov_2.8"
"NODE_3278_length_2764_cov_4.677741||full","L1EHE1100154","IMGVR_UViG_3300045988_033971|3300045988|Ga0495776_000121","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.501098901098901,0.0149996598434553,"D14","HFD","HFD_D14",10257673,NA,132,12.8684156728334,"Parabacteroides","NODE_3278_length_2764_cov_4.67","NODE_3278_length_2764_cov_4.67"
"NODE_3293_length_2760_cov_8.360444||full","L1EHE1100154","IMGVR_UViG_2703718957_000001|2703718957|2703753356|60796-99376","Host-associated;Birds;Integumentary system;Skin","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni",NA,NA,"Lytic",0.50959040959041,0.0199021960869755,"D14","HFD","HFD_D14",10257673,NA,243,23.689583397716,"Campylobacter_D","NODE_3293_length_2760_cov_8.36","NODE_3293_length_2760_cov_8.36"
"NODE_3294_length_6582_cov_43.043665||full","L1EGH020939","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",0.811878201654615,0.188121798345387,"Temperate",0.507292707292707,0.0211863594674311,"D10","FUC","FUC_D10",3309510,"Lytic",2979,900.133252354578,"Faecalibaculum","NODE_3294_length_6582_cov_43.0","NODE_3294_length_6582_cov_43.0"
"NODE_330_length_10742_cov_5.331056||full","L1HGH010567","IMGVR_UViG_2791355303_000001|2791355303|2791389248","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C japonicus",NA,NA,"Lytic",0.506293706293706,0.0270424975797839,"D14","CON","CON_D14",9815966,NA,599,61.0230312533682,"Helicobacter_C","NODE_330_length_10742_cov_5.33","NODE_330_length_10742_cov_5.33"
"NODE_3317_length_4083_cov_11.130338||full","L1EGH020937","IMGVR_UViG_2517572003_000001|2517572003|2517572443|7594-53773","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus",0.857764317180617,0.142235682819383,"Temperate",0.5001998001998,0.0210410101719897,"D10","FUC","FUC_D10",5160896,"Lytic",475,92.0382817247238,"Ligilactobacillus","NODE_3317_length_4083_cov_11.1","NODE_3317_length_4083_cov_11.1"
"NODE_3335_length_4676_cov_5.730794||full","L1EGH020946","IMGVR_UViG_3300019288_000002|3300019288|Ga0196833_108625","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.503196803196803,0.0108799418820209,"D14","FUC","FUC_D14",7525830,NA,329,43.7161083893737,"Muribaculum","NODE_3335_length_4676_cov_5.73","NODE_3335_length_4676_cov_5.73"
"NODE_3364_length_2381_cov_2.843938||full","L1EGH020949","IMGVR_UViG_3300045988_067567|3300045988|Ga0495776_024110","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;",NA,NA,"Lytic",0.5003996003996,0.028740861152084,"D18","FUC","FUC_D18",12447007,NA,73,5.86486373792511,"Collinsella","NODE_3364_length_2381_cov_2.84","NODE_3364_length_2381_cov_2.84"
"NODE_3368_length_2852_cov_3.675724||full","L1EGH020936","IMGVR_UViG_3300005460_000729|3300005460|Ga0073908_1001104|5702-20064","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;",0.811878201654615,0.188121798345387,"Lytic",0.502197802197802,0.0216672700022571,"D0","FUC","FUC_D0",8561108,"Lytic",164,19.1563989147199,"Anaerotignum","NODE_3368_length_2852_cov_3.67","NODE_3368_length_2852_cov_3.67"
