"AMG.KO","metabolism","Sample_id","protein","scaffold","AMG.KO.name","Pfam","Pfam.name","scaffold2","GD","Diet","Group","num_seqs"
"K00657","Amino acid metabolism","L1EHE1100151","NODE_2695_length_3235_cov_7.312264||full_3","NODE_2695_length_3235_cov_7.312264||full","speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]","PF00583.25","Acetyltransferase (GNAT) family","NODE_2695_length_3235_cov_7.31","D10","HFD","HFD_D10",7766878
"K00657","Amino acid metabolism","L1HGH010568","NODE_11036_length_2095_cov_76.107843||full_1","NODE_11036_length_2095_cov_76.107843||full","speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]","PF00583.25","Acetyltransferase (GNAT) family","NODE_11036_length_2095_cov_76.","D14","CON","CON_D14",4271223
"K00657","Amino acid metabolism","L1EHE1100146","NODE_2644_length_3460_cov_6.863730||full_5","NODE_2644_length_3460_cov_6.863730||full","speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]","PF00583.25","Acetyltransferase (GNAT) family","NODE_2644_length_3460_cov_6.86","D0","HFD","HFD_D0",9341696
"K00657","Amino acid metabolism","L1HGH010576","NODE_5577_length_3455_cov_40.553529||full_2","NODE_5577_length_3455_cov_40.553529||full","speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]","PF00583.25","Acetyltransferase (GNAT) family","NODE_5577_length_3455_cov_40.5","D18","CON","CON_D18",1348974
"K00689","Carbohydrate metabolism","L1HGH010568","NODE_1927_length_8595_cov_6.997190||full_4","NODE_1927_length_8595_cov_6.997190||full","E2.4.1.5; dextransucrase [EC:2.4.1.5]","PF01473.20","Putative cell wall binding repeat","NODE_1927_length_8595_cov_6.99","D14","CON","CON_D14",4271223
"K00737","Glycan biosynthesis and metabolism","L1EGH020947","NODE_2575_length_5212_cov_5.332170||full_1","NODE_2575_length_5212_cov_5.332170||full","MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]","PF04724.13","Glycosyltransferase family 17","NODE_2575_length_5212_cov_5.33","D18","FUC","FUC_D18",6254490
"K00737","Glycan biosynthesis and metabolism","L1EGH020942","NODE_2017_length_7260_cov_6.877030||full_4","NODE_2017_length_7260_cov_6.877030||full","MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]","PF04724.13","Glycosyltransferase family 17","NODE_2017_length_7260_cov_6.87","D14","FUC","FUC_D14",6297602
"K00737","Glycan biosynthesis and metabolism","L1HGH010564","NODE_1204_length_5220_cov_2.746951||full_5","NODE_1204_length_5220_cov_2.746951||full","MGAT3; beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]","PF04724.13","Glycosyltransferase family 17","NODE_1204_length_5220_cov_2.74","D10","CON","CON_D10",13862529
"K00763","Metabolism of cofactors and vitamins","L1EHE1100144","NODE_259_length_17367_cov_6.460259||full_2","NODE_259_length_17367_cov_6.460259||full","pncB, NAPRT1; nicotinate phosphoribosyltransferase [EC:6.3.4.21]","PF04095.16","Nicotinate phosphoribosyltransferase (NAPRTase) family","NODE_259_length_17367_cov_6.46","D0","HFD","HFD_D0",7682661
"K00764","Nucleotide metabolism","L1HGH010563","NODE_9053_length_1682_cov_3.452981||full_1","NODE_9053_length_1682_cov_3.452981||full","purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]","","","NODE_9053_length_1682_cov_3.45","D10","CON","CON_D10",3065098
"K00764","Amino acid metabolism","L1HGH010563","NODE_9053_length_1682_cov_3.452981||full_1","NODE_9053_length_1682_cov_3.452981||full","purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]","","","NODE_9053_length_1682_cov_3.45","D10","CON","CON_D10",3065098
"K00765","Amino acid metabolism","L1HGH010573","NODE_2031_length_9792_cov_4.944131||full_1","NODE_2031_length_9792_cov_4.944131||full","hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]","PF08029.11","HisG, C-terminal domain","NODE_2031_length_9792_cov_4.94","D18","CON","CON_D18",9970469
"K00765","Amino acid metabolism","L1EGH020944","NODE_5400_length_3578_cov_5.127164||full_5","NODE_5400_length_3578_cov_5.127164||full","hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]","PF08029.11","HisG, C-terminal domain","NODE_5400_length_3578_cov_5.12","D14","FUC","FUC_D14",8504684
"K00789","Amino acid metabolism","L1HGH010570","NODE_9495_length_2237_cov_12.648488||full_1","NODE_9495_length_2237_cov_12.648488||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_9495_length_2237_cov_12.6","D14","CON","CON_D14",5615729
"K00789","Amino acid metabolism","L1HGH010568","NODE_60_length_42505_cov_12.850671||full_1 1-27495/42406_22","NODE_60_length_42505_cov_12.850671||full_1 1-27495/42406","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_60_length_42505_cov_12.85","D14","CON","CON_D14",4271223
"K00789","Amino acid metabolism","L1HGH010557","NODE_86_length_25490_cov_35.638883||full_1","NODE_86_length_25490_cov_35.638883||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02772.16","S-adenosylmethionine synthetase, central domain","NODE_86_length_25490_cov_35.63","D0","CON","CON_D0",3289088
"K00789","Amino acid metabolism","L1EGH020937","NODE_10906_length_1434_cov_1.862944||full_2","NODE_10906_length_1434_cov_1.862944||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_10906_length_1434_cov_1.8","D10","FUC","FUC_D10",5160896
"K00789","Amino acid metabolism","L1HGH010575","NODE_8773_length_2100_cov_4.575550||full_4","NODE_8773_length_2100_cov_4.575550||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_8773_length_2100_cov_4.57","D18","CON","CON_D18",4571909
"K00789","Amino acid metabolism","L1HGH010577","NODE_1413_length_11350_cov_21.500487||full_1","NODE_1413_length_11350_cov_21.500487||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_1413_length_11350_cov_21.","D18","CON","CON_D18",7933325
"K00789","Amino acid metabolism","L1HGH010573","NODE_5780_length_5024_cov_11.091366||full_2","NODE_5780_length_5024_cov_11.091366||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_5780_length_5024_cov_11.0","D18","CON","CON_D18",9970469
"K00789","Amino acid metabolism","L1HGH010566","NODE_6032_length_3351_cov_19.807342||full_3","NODE_6032_length_3351_cov_19.807342||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02772.16","S-adenosylmethionine synthetase, central domain","NODE_6032_length_3351_cov_19.8","D10","CON","CON_D10",14405965
"K00789","Amino acid metabolism","L1HGH010572","NODE_3055_length_3857_cov_21.941347||full_1","NODE_3055_length_3857_cov_21.941347||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_3055_length_3857_cov_21.9","D18","CON","CON_D18",2905693
"K00789","Amino acid metabolism","L1HGH010559","NODE_6688_length_3875_cov_104.083508||full_7","NODE_6688_length_3875_cov_104.083508||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_6688_length_3875_cov_104.","D0","CON","CON_D0",1732889
"K00789","Amino acid metabolism","L1EGH020941","NODE_6089_length_4340_cov_4.563127||full_1","NODE_6089_length_4340_cov_4.563127||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_6089_length_4340_cov_4.56","D10","FUC","FUC_D10",6503397
"K00789","Amino acid metabolism","L1EHE1100150","NODE_669_length_11337_cov_9.797554||full_19","NODE_669_length_11337_cov_9.797554||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_669_length_11337_cov_9.79","D10","HFD","HFD_D10",2197362
"K00789","Amino acid metabolism","L1HGH010562","NODE_893_length_8766_cov_5.528412||full_16","NODE_893_length_8766_cov_5.528412||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_893_length_8766_cov_5.528","D10","CON","CON_D10",3496439
"K00789","Amino acid metabolism","L1HGH010577","NODE_6134_length_4418_cov_8.702498||full_7","NODE_6134_length_4418_cov_8.702498||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02772.16","S-adenosylmethionine synthetase, central domain","NODE_6134_length_4418_cov_8.70","D18","CON","CON_D18",7933325
"K00789","Amino acid metabolism","L1EGH020933","NODE_5221_length_3377_cov_33.698073||full_1","NODE_5221_length_3377_cov_33.698073||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_5221_length_3377_cov_33.6","D0","FUC","FUC_D0",11806630
"K00789","Amino acid metabolism","L1HGH010572","NODE_7446_length_2187_cov_3.576454||full_1","NODE_7446_length_2187_cov_3.576454||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_7446_length_2187_cov_3.57","D18","CON","CON_D18",2905693
"K00789","Amino acid metabolism","L1EGH020944","NODE_5877_length_3322_cov_3.957147||full_4","NODE_5877_length_3322_cov_3.957147||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_5877_length_3322_cov_3.95","D14","FUC","FUC_D14",8504684
"K00789","Amino acid metabolism","L1EHE1100154","NODE_942_length_5814_cov_5.122070||full_1","NODE_942_length_5814_cov_5.122070||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_942_length_5814_cov_5.122","D14","HFD","HFD_D14",10257673
"K00789","Amino acid metabolism","L1EHE1100147","NODE_9590_length_3272_cov_4.665838||full_7","NODE_9590_length_3272_cov_4.665838||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_9590_length_3272_cov_4.66","D0","HFD","HFD_D0",8310904
"K00789","Amino acid metabolism","L1EGH020942","NODE_5050_length_3954_cov_3.781995||full_2","NODE_5050_length_3954_cov_3.781995||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_5050_length_3954_cov_3.78","D14","FUC","FUC_D14",6297602
"K00789","Amino acid metabolism","L1EGH020943","NODE_979_length_6316_cov_6.735026||full_12","NODE_979_length_6316_cov_6.735026||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_979_length_6316_cov_6.735","D14","FUC","FUC_D14",3632789
"K00789","Amino acid metabolism","L1EHE1100146","NODE_3064_length_3032_cov_15.560967||full_1","NODE_3064_length_3032_cov_15.560967||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_3064_length_3032_cov_15.5","D0","HFD","HFD_D0",9341696
"K00789","Amino acid metabolism","L1EHE1100148","NODE_3735_length_6193_cov_18.726132||full_1","NODE_3735_length_6193_cov_18.726132||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_3735_length_6193_cov_18.7","D10","HFD","HFD_D10",4836085
"K00789","Amino acid metabolism","L1EHE1100156","NODE_5547_length_3422_cov_8.694981||full_5","NODE_5547_length_3422_cov_8.694981||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_5547_length_3422_cov_8.69","D14","HFD","HFD_D14",3688255
"K00789","Amino acid metabolism","L1HGH010566","NODE_95_length_26781_cov_7.272207||full_34","NODE_95_length_26781_cov_7.272207||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_95_length_26781_cov_7.272","D10","CON","CON_D10",14405965
"K00789","Amino acid metabolism","L1HGH010559","NODE_14746_length_2266_cov_3.038896||full_5","NODE_14746_length_2266_cov_3.038896||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_14746_length_2266_cov_3.0","D0","CON","CON_D0",1732889
"K00789","Amino acid metabolism","L1HGH010570","NODE_3941_length_3839_cov_77.650106||full_7","NODE_3941_length_3839_cov_77.650106||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_3941_length_3839_cov_77.6","D14","CON","CON_D14",5615729
"K00789","Amino acid metabolism","L1EGH020944","NODE_12_length_63154_cov_13.498914||full_1 17349-63152/63152_72","NODE_12_length_63154_cov_13.498914||full_1 17349-63152/63152","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_12_length_63154_cov_13.49","D14","FUC","FUC_D14",8504684
"K00789","Amino acid metabolism","L1HGH010560","NODE_405_length_11259_cov_10.740985||full_1","NODE_405_length_11259_cov_10.740985||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_405_length_11259_cov_10.7","D0","CON","CON_D0",5077775
"K00789","Amino acid metabolism","L1EHE1100153","NODE_10375_length_1650_cov_3.943574||full_4","NODE_10375_length_1650_cov_3.943574||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_10375_length_1650_cov_3.9","D10","HFD","HFD_D10",11193366
"K00789","Amino acid metabolism","L1EHE1100146","NODE_4286_length_2227_cov_20.756446||full_4","NODE_4286_length_2227_cov_20.756446||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_4286_length_2227_cov_20.7","D0","HFD","HFD_D0",9341696
"K00789","Amino acid metabolism","L1EGH020942","NODE_8870_length_2707_cov_4.496606||full_1","NODE_8870_length_2707_cov_4.496606||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_8870_length_2707_cov_4.49","D14","FUC","FUC_D14",6297602
"K00789","Amino acid metabolism","L1HGH010561","NODE_46_length_38407_cov_22.529855||full_55","NODE_46_length_38407_cov_22.529855||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02772.16","S-adenosylmethionine synthetase, central domain","NODE_46_length_38407_cov_22.52","D0","CON","CON_D0",5555870
"K00789","Amino acid metabolism","L1EHE1100160","NODE_12485_length_1794_cov_4.361127||full_4","NODE_12485_length_1794_cov_4.361127||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_12485_length_1794_cov_4.3","D18","HFD","HFD_D18",5476939
"K00789","Amino acid metabolism","L1HGH010557","NODE_3302_length_3842_cov_34.055981||full_1","NODE_3302_length_3842_cov_34.055981||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_3302_length_3842_cov_34.0","D0","CON","CON_D0",3289088
"K00789","Amino acid metabolism","L1HGH010577","NODE_53_length_47785_cov_8.800796||full_1 4215-47782/47782_71","NODE_53_length_47785_cov_8.800796||full_1 4215-47782/47782","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_53_length_47785_cov_8.800","D18","CON","CON_D18",7933325
"K00789","Amino acid metabolism","L1EGH020938","NODE_7770_length_2337_cov_4.266433||full_5","NODE_7770_length_2337_cov_4.266433||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_7770_length_2337_cov_4.26","D10","FUC","FUC_D10",3904971
"K00789","Amino acid metabolism","L1HGH010571","NODE_2360_length_3888_cov_198.764936||full_7","NODE_2360_length_3888_cov_198.764936||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_2360_length_3888_cov_198.","D14","CON","CON_D14",2848358
"K00789","Amino acid metabolism","L1EGH020933","NODE_6427_length_2863_cov_4.189103||full_4","NODE_6427_length_2863_cov_4.189103||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_6427_length_2863_cov_4.18","D0","FUC","FUC_D0",11806630
"K00789","Amino acid metabolism","L1HGH010559","NODE_14791_length_2260_cov_19.408617||full_1","NODE_14791_length_2260_cov_19.408617||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_14791_length_2260_cov_19.","D0","CON","CON_D0",1732889
"K00789","Amino acid metabolism","L1EHE1100144","NODE_1604_length_6388_cov_12.048160||full_12","NODE_1604_length_6388_cov_12.048160||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_1604_length_6388_cov_12.0","D0","HFD","HFD_D0",7682661
"K00789","Amino acid metabolism","L1EHE1100160","NODE_732_length_11352_cov_17.600071||full_1","NODE_732_length_11352_cov_17.600071||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_732_length_11352_cov_17.6","D18","HFD","HFD_D18",5476939
"K00789","Amino acid metabolism","L1HGH010566","NODE_85_length_27842_cov_12.202397||full_22","NODE_85_length_27842_cov_12.202397||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_85_length_27842_cov_12.20","D10","CON","CON_D10",14405965
"K00789","Amino acid metabolism","L1HGH010557","NODE_4898_length_2909_cov_5.565872||full_1","NODE_4898_length_2909_cov_5.565872||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_4898_length_2909_cov_5.56","D0","CON","CON_D0",3289088
"K00789","Amino acid metabolism","L1EHE1100147","NODE_2186_length_9113_cov_7.450541||full_11","NODE_2186_length_9113_cov_7.450541||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_2186_length_9113_cov_7.45","D0","HFD","HFD_D0",8310904
"K00789","Amino acid metabolism","L1HGH010574","NODE_6861_length_3838_cov_32.849326||full_7","NODE_6861_length_3838_cov_32.849326||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_6861_length_3838_cov_32.8","D18","CON","CON_D18",2433274
"K00789","Amino acid metabolism","L1HGH010561","NODE_46_length_38407_cov_22.529855||full_54","NODE_46_length_38407_cov_22.529855||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_46_length_38407_cov_22.52","D0","CON","CON_D0",5555870
"K00789","Amino acid metabolism","L1HGH010568","NODE_12932_length_1817_cov_3.570942||full_2","NODE_12932_length_1817_cov_3.570942||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_12932_length_1817_cov_3.5","D14","CON","CON_D14",4271223
"K00789","Amino acid metabolism","L1HGH010571","NODE_8373_length_1448_cov_2.104092||full_4","NODE_8373_length_1448_cov_2.104092||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_8373_length_1448_cov_2.10","D14","CON","CON_D14",2848358
"K00789","Amino acid metabolism","L1HGH010573","NODE_13925_length_2620_cov_7.270565||full_1","NODE_13925_length_2620_cov_7.270565||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02772.16","S-adenosylmethionine synthetase, central domain","NODE_13925_length_2620_cov_7.2","D18","CON","CON_D18",9970469
"K00789","Amino acid metabolism","L1HGH010568","NODE_6299_length_3468_cov_3.796660||full_8","NODE_6299_length_3468_cov_3.796660||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_6299_length_3468_cov_3.79","D14","CON","CON_D14",4271223
"K00789","Amino acid metabolism","L1EGH020934","NODE_832_length_10399_cov_5.554331||full_11","NODE_832_length_10399_cov_5.554331||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_832_length_10399_cov_5.55","D0","FUC","FUC_D0",9033759
"K00789","Amino acid metabolism","L1HGH010565","NODE_4425_length_3523_cov_16.690600||full_7","NODE_4425_length_3523_cov_16.690600||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_4425_length_3523_cov_16.6","D10","CON","CON_D10",12598477
"K00789","Amino acid metabolism","L1HGH010567","NODE_1711_length_3816_cov_28.508641||full_1","NODE_1711_length_3816_cov_28.508641||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_1711_length_3816_cov_28.5","D14","CON","CON_D14",9815966
"K00789","Amino acid metabolism","L1HGH010561","NODE_13748_length_2653_cov_3.641647||full_2","NODE_13748_length_2653_cov_3.641647||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_13748_length_2653_cov_3.6","D0","CON","CON_D0",5555870
"K00789","Amino acid metabolism","L1HGH010566","NODE_495_length_14162_cov_7.601900||full_28","NODE_495_length_14162_cov_7.601900||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_495_length_14162_cov_7.60","D10","CON","CON_D10",14405965
"K00789","Amino acid metabolism","L1HGH010566","NODE_1154_length_9487_cov_10.973388||full_4","NODE_1154_length_9487_cov_10.973388||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_1154_length_9487_cov_10.9","D10","CON","CON_D10",14405965
"K00789","Amino acid metabolism","L1HGH010565","NODE_5440_length_3000_cov_3.878778||full_5","NODE_5440_length_3000_cov_3.878778||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_5440_length_3000_cov_3.87","D10","CON","CON_D10",12598477
"K00789","Amino acid metabolism","L1EGH020933","NODE_953_length_11388_cov_37.741639||full_1","NODE_953_length_11388_cov_37.741639||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_953_length_11388_cov_37.7","D0","FUC","FUC_D0",11806630
"K00789","Amino acid metabolism","L1EGH020941","NODE_288_length_22553_cov_6.904214||full_1 1-19739/22552_12","NODE_288_length_22553_cov_6.904214||full_1 1-19739/22552","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_288_length_22553_cov_6.90","D10","FUC","FUC_D10",6503397
"K00789","Amino acid metabolism","L1HGH010557","NODE_574_length_11910_cov_34.948461||full_20","NODE_574_length_11910_cov_34.948461||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_574_length_11910_cov_34.9","D0","CON","CON_D0",3289088
"K00789","Amino acid metabolism","L1EGH020944","NODE_814_length_14307_cov_14.468355||full_1","NODE_814_length_14307_cov_14.468355||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_814_length_14307_cov_14.4","D14","FUC","FUC_D14",8504684
"K00789","Amino acid metabolism","L1EHE1100158","NODE_1173_length_6591_cov_6.384486||full_1","NODE_1173_length_6591_cov_6.384486||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_1173_length_6591_cov_6.38","D18","HFD","HFD_D18",5825360
"K00789","Amino acid metabolism","L1EHE1100156","NODE_12478_length_1933_cov_4.674121||full_1","NODE_12478_length_1933_cov_4.674121||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_12478_length_1933_cov_4.6","D14","HFD","HFD_D14",3688255
"K00789","Amino acid metabolism","L1HGH010566","NODE_120_length_24876_cov_5.430241||full_19","NODE_120_length_24876_cov_5.430241||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_120_length_24876_cov_5.43","D10","CON","CON_D10",14405965
"K00789","Amino acid metabolism","L1HGH010577","NODE_952_length_14150_cov_18.715786||full_14","NODE_952_length_14150_cov_18.715786||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02772.16","S-adenosylmethionine synthetase, central domain","NODE_952_length_14150_cov_18.7","D18","CON","CON_D18",7933325
"K00789","Amino acid metabolism","L1HGH010565","NODE_6836_length_2499_cov_9.110884||full_7","NODE_6836_length_2499_cov_9.110884||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_6836_length_2499_cov_9.11","D10","CON","CON_D10",12598477
"K00789","Amino acid metabolism","L1HGH010577","NODE_1535_length_10828_cov_7.317832||full_3","NODE_1535_length_10828_cov_7.317832||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_1535_length_10828_cov_7.3","D18","CON","CON_D18",7933325
"K00789","Amino acid metabolism","L1HGH010574","NODE_18511_length_1880_cov_3.280548||full_3","NODE_18511_length_1880_cov_3.280548||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","","","NODE_18511_length_1880_cov_3.2","D18","CON","CON_D18",2433274
"K00789","Amino acid metabolism","L1HGH010558","NODE_396_length_11216_cov_9.576651||full_19","NODE_396_length_11216_cov_9.576651||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_396_length_11216_cov_9.57","D0","CON","CON_D0",2217375
"K00789","Amino acid metabolism","L1EHE1100155","NODE_2006_length_3813_cov_5.006652||full_8","NODE_2006_length_3813_cov_5.006652||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF02773.16","S-adenosylmethionine synthetase, C-terminal domain","NODE_2006_length_3813_cov_5.00","D14","HFD","HFD_D14",8300758
"K00789","Amino acid metabolism","L1HGH010576","NODE_4864_length_3817_cov_28.360447||full_1","NODE_4864_length_3817_cov_28.360447||full","metK; S-adenosylmethionine synthetase [EC:2.5.1.6]","PF00438.20","S-adenosylmethionine synthetase, N-terminal domain","NODE_4864_length_3817_cov_28.3","D18","CON","CON_D18",1348974
"K00800","Amino acid metabolism","L1HGH010577","NODE_907_length_14444_cov_8.073250||full_1","NODE_907_length_14444_cov_8.073250||full","aroA; 3-phosphoshikimate 1-carboxyvinyltransferase [EC:2.5.1.19]","PF00275.20","EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)","NODE_907_length_14444_cov_8.07","D18","CON","CON_D18",7933325
